raw_s,wall_s,offset_ms,delay_ms,err
30392.895,1781213117.644,-864.095,0.270,
30393.896,1781213118.645,-864.199,0.301,
30394.896,1781213119.645,-864.282,0.330,
30395.896,1781213119.781,-0.052,0.301,
30396.896,1781213120.781,-0.100,0.276,
30397.896,1781213121.781,-0.209,0.322,
30398.896,1781213122.781,-0.291,0.393,
30399.896,1781213123.781,-0.351,0.318,
30400.896,1781213124.781,-0.427,0.318,
30401.896,1781213125.781,-0.511,0.340,
30402.896,1781213126.781,-0.552,0.315,
30403.896,1781213127.781,-0.619,0.287,
30404.896,1781213128.781,-0.694,0.300,
30405.896,1781213129.781,-0.779,0.324,
30406.896,1781213130.781,-0.855,0.338,
30407.896,1781213131.781,-0.918,0.349,
30408.896,1781213132.781,-0.931,0.356,
30409.896,1781213133.781,-1.059,0.309,
30410.896,1781213134.781,-1.136,0.317,
30411.896,1781213135.781,-1.208,0.324,
30412.896,1781213136.781,-1.253,0.364,
30413.896,1781213137.781,-1.345,0.326,
30414.896,1781213138.781,-1.406,0.353,
30415.896,1781213139.781,-1.504,0.266,
30416.896,1781213140.781,-1.570,0.345,
30417.896,1781213141.781,-1.628,0.324,
30418.896,1781213142.781,-1.712,0.304,
30419.896,1781213143.781,-1.800,0.221,
30420.896,1781213144.781,-1.850,0.321,
30421.896,1781213145.781,-1.915,0.327,
30422.896,1781213146.781,-1.987,0.339,
30423.896,1781213147.781,-2.075,0.358,
30424.896,1781213148.781,-2.120,0.359,
30425.896,1781213149.781,-2.205,0.349,
30426.896,1781213150.781,-2.270,0.366,
30427.896,1781213151.781,-2.262,0.268,
30428.896,1781213152.781,-2.139,0.442,
30429.896,1781213153.781,-2.123,0.318,
30430.896,1781213154.781,-2.074,0.323,
30431.896,1781213155.781,-2.031,0.320,
30432.896,1781213156.781,-2.005,0.313,
30433.896,1781213157.781,-1.974,0.316,
30434.897,1781213158.781,-1.959,0.272,
30435.897,1781213159.781,-1.923,0.297,
30436.897,1781213160.781,-1.928,0.322,
30437.897,1781213161.781,-1.939,0.362,
30438.897,1781213162.781,-1.937,0.295,
30439.897,1781213163.781,-1.925,0.334,
30440.897,1781213164.781,-1.939,0.322,
30441.897,1781213165.781,-1.955,0.320,
30442.897,1781213166.781,-1.966,0.323,
30443.897,1781213167.781,-1.988,0.335,
30444.897,1781213168.781,-2.008,0.344,
30445.897,1781213169.781,-2.043,0.400,
30446.897,1781213170.781,-2.065,0.337,
30447.897,1781213171.781,-2.099,0.328,
30448.897,1781213172.781,-2.126,0.264,
30449.897,1781213173.781,-2.162,0.347,
30450.897,1781213174.781,-2.190,0.350,
30451.897,1781213175.781,-2.271,0.352,
30452.897,1781213176.781,-2.257,0.403,
30453.897,1781213177.781,-2.293,0.233,
30454.897,1781213178.781,-2.376,0.345,
30455.897,1781213179.781,-2.417,0.347,
30456.897,1781213180.781,-2.463,0.374,
30457.897,1781213181.781,-2.535,0.318,
30458.897,1781213182.781,-2.549,0.272,
30459.898,1781213183.781,-2.635,0.323,
30460.898,1781213184.781,-2.702,0.345,
30461.898,1781213185.781,-2.751,0.328,
30462.898,1781213186.781,-2.788,0.358,
30463.898,1781213187.781,-2.867,0.313,
30464.898,1781213188.781,-2.916,0.324,
30465.898,1781213189.781,-2.974,0.329,
30466.897,1781213190.781,-3.019,0.358,
30467.898,1781213191.781,-3.079,0.362,
30468.897,1781213192.781,-3.178,0.315,
30469.898,1781213193.781,-3.240,0.368,
30470.897,1781213194.781,-3.284,0.407,
30471.898,1781213195.781,-3.343,0.334,
30472.898,1781213196.781,-3.390,0.309,
30473.897,1781213197.781,-3.453,0.292,
30474.897,1781213198.781,-3.563,0.348,
30475.898,1781213199.781,-3.630,0.392,
30476.898,1781213200.781,-3.723,0.414,
30477.897,1781213201.781,-3.707,0.270,
30478.897,1781213202.781,-3.789,0.249,
30479.897,1781213203.781,-3.861,0.334,
30480.897,1781213204.781,-3.934,0.340,
30481.897,1781213205.781,-4.021,0.354,
30482.897,1781213206.781,-4.079,0.433,
30483.898,1781213207.781,-4.144,0.357,
30484.897,1781213208.781,-4.211,0.386,
30485.897,1781213209.781,-4.279,0.395,
30486.897,1781213210.781,-4.349,0.355,
30487.897,1781213211.781,-4.431,0.370,
30488.897,1781213212.781,-4.484,0.340,
30489.897,1781213213.781,-4.569,0.363,
30490.897,1781213214.781,-4.631,0.368,
30491.897,1781213215.781,-4.682,0.367,
30492.898,1781213216.781,-4.622,0.380,
30493.898,1781213217.781,-4.533,0.377,
30494.898,1781213218.781,-4.439,0.353,
30495.898,1781213219.781,-4.391,0.479,
30496.898,1781213220.781,-4.292,0.354,
30497.898,1781213221.781,-4.208,0.400,
30498.898,1781213222.781,-4.162,0.359,
30499.898,1781213223.781,-4.080,0.354,
30500.899,1781213224.781,-4.007,0.413,
30501.899,1781213225.781,-3.977,0.361,
30502.899,1781213226.781,-3.933,0.361,
30503.899,1781213227.781,-3.891,0.394,
30504.899,1781213228.781,-3.813,0.344,
30505.899,1781213229.781,-3.787,0.412,
30506.899,1781213230.781,-3.733,0.341,
30507.899,1781213231.781,-3.729,0.401,
30508.899,1781213232.781,-3.627,0.290,
30509.899,1781213233.781,-3.650,0.294,
30510.900,1781213234.781,-3.615,0.381,
30511.900,1781213235.781,-3.583,0.376,
30512.900,1781213236.781,-3.546,0.336,
30513.900,1781213237.781,-3.528,0.387,
30514.900,1781213238.781,-3.520,0.376,
30515.900,1781213239.781,-3.470,0.260,
30516.900,1781213240.781,-3.481,0.368,
30517.900,1781213241.781,-3.474,0.371,
30518.900,1781213242.781,-3.479,0.350,
30519.900,1781213243.781,-3.455,0.355,
30520.900,1781213244.781,-3.426,0.357,
30521.901,1781213245.781,-3.445,0.378,
30522.900,1781213246.781,-3.451,0.332,
30523.901,1781213247.781,-3.433,0.373,
30524.901,1781213248.781,-3.435,0.433,
30525.901,1781213249.781,-3.426,0.404,
30526.901,1781213250.781,-3.434,0.344,
30527.901,1781213251.781,-3.451,0.358,
30528.901,1781213252.781,-3.461,0.323,
30529.901,1781213253.781,-3.444,0.379,
30530.901,1781213254.781,-3.439,0.443,
30531.901,1781213255.781,-3.485,0.364,
30532.901,1781213256.781,-3.488,0.380,
30533.901,1781213257.781,-3.486,0.410,
30534.901,1781213258.781,-3.531,0.363,
