raw_s,wall_s,kind,jump_ms
101157.966,1781283877.513,hb,
101217.994,1781283937.538,hb,
101278.017,1781283997.557,hb,
101338.048,1781284057.584,hb,
101398.080,1781284117.613,hb,
101458.111,1781284177.640,hb,
101518.144,1781284237.669,hb,
101578.177,1781284297.699,hb,
101638.208,1781284357.726,hb,
101698.240,1781284417.834,jump,79.980
101698.240,1781284417.834,hb,
101698.542,1781284418.135,jump,-1.063
101698.644,1781284418.235,jump,-1.062
101698.745,1781284418.335,jump,-1.062
101698.846,1781284418.435,jump,-1.062
101698.947,1781284418.535,jump,-1.062
101699.049,1781284418.636,jump,-1.064
101699.150,1781284418.736,jump,-1.063
101699.251,1781284418.836,jump,-1.063
101699.352,1781284418.936,jump,-1.062
101699.453,1781284419.036,jump,-1.033
101758.349,1781284477.848,hb,
