raw_s,wall_s,kind,jump_ms
364585.499,1781547288.950,hb,
364645.519,1781547348.965,hb,
364705.540,1781547408.982,hb,
364765.558,1781547468.998,hb,
364825.577,1781547529.014,hb,
364885.597,1781547589.032,hb,
364945.618,1781547649.049,hb,
365005.638,1781547709.065,hb,
365065.663,1781547769.085,hb,
365125.684,1781547829.102,hb,
365185.704,1781547889.119,hb,
365245.725,1781547949.135,hb,
365305.743,1781548009.151,hb,
365365.763,1781548069.168,hb,
365425.783,1781548129.185,hb,
365485.805,1781548189.204,hb,
365545.828,1781548249.222,hb,
365605.851,1781548309.239,hb,
365665.869,1781548369.253,hb,
365725.887,1781548429.267,hb,
365785.903,1781548489.279,hb,
365845.922,1781548549.296,hb,
365905.944,1781548609.315,hb,
365965.970,1781548669.338,hb,
366025.991,1781548729.355,hb,
366086.017,1781548789.376,hb,
366146.045,1781548849.399,hb,
366206.072,1781548909.421,hb,
366266.101,1781548969.446,hb,
366326.129,1781549029.469,hb,
366386.155,1781549089.493,hb,
366446.183,1781549149.519,hb,
366506.210,1781549209.542,hb,
366566.236,1781549269.564,hb,
366626.255,1781549329.579,hb,
366686.272,1781549389.592,hb,
366746.289,1781549449.605,hb,
366806.315,1781549509.627,hb,
366866.344,1781549569.653,hb,
366926.372,1781549629.679,hb,
366986.396,1781549689.699,hb,
367046.419,1781549749.719,hb,
367106.440,1781549809.737,hb,
367166.469,1781549869.762,hb,
367226.499,1781549929.788,hb,
367286.527,1781549989.813,hb,
367346.549,1781550049.831,hb,
367406.575,1781550109.853,hb,
367466.602,1781550169.876,hb,
367526.629,1781550229.900,hb,
367586.656,1781550289.923,hb,
367646.685,1781550349.949,hb,
367706.712,1781550409.973,hb,
367766.738,1781550469.995,hb,
367826.767,1781550530.020,hb,
367886.795,1781550590.045,hb,
367946.823,1781550650.067,hb,
368006.852,1781550710.091,hb,
368066.882,1781550770.117,hb,
368126.915,1781550830.145,hb,
368186.945,1781550890.172,hb,
368246.976,1781550950.198,hb,
368307.008,1781551010.226,hb,
368367.038,1781551070.253,hb,
368427.071,1781551130.281,hb,
368487.100,1781551190.307,hb,
368547.131,1781551250.333,hb,
368607.161,1781551310.360,hb,
368667.190,1781551370.385,hb,
368727.213,1781551430.403,hb,
368787.238,1781551490.425,hb,
368847.263,1781551550.445,hb,
368907.288,1781551610.466,hb,
368967.309,1781551670.484,hb,
369027.332,1781551730.505,hb,
369087.350,1781551790.526,hb,
369147.374,1781551850.548,hb,
369207.403,1781551910.576,hb,
369267.435,1781551970.606,hb,
369327.465,1781552030.632,hb,
369387.495,1781552090.660,hb,
369447.526,1781552150.688,hb,
369507.557,1781552210.717,hb,
369567.588,1781552270.744,hb,
369627.620,1781552330.769,hb,
369687.654,1781552390.795,hb,
369747.684,1781552450.821,hb,
369807.712,1781552510.844,hb,
369867.742,1781552570.869,hb,
369927.774,1781552630.898,hb,
369987.808,1781552690.928,hb,
370047.841,1781552750.958,hb,
370107.872,1781552810.985,hb,
370167.904,1781552871.013,hb,
370227.935,1781552931.040,hb,
370287.967,1781552991.069,hb,
370348.000,1781553051.097,hb,
370408.033,1781553111.127,hb,
370468.062,1781553171.154,hb,
370528.091,1781553231.181,hb,
370588.122,1781553291.209,hb,
370648.153,1781553351.237,hb,
370708.185,1781553411.263,hb,
370768.219,1781553471.293,hb,
370828.249,1781553531.318,hb,
370888.281,1781553591.346,hb,
370948.311,1781553651.371,hb,
371008.343,1781553711.399,hb,
371068.372,1781553771.425,hb,
371128.402,1781553831.451,hb,
371188.435,1781553891.480,hb,
371248.463,1781553951.506,hb,
371308.492,1781554011.533,hb,
371368.522,1781554071.560,hb,
371428.553,1781554131.588,hb,
371488.586,1781554191.617,hb,
371548.616,1781554251.641,hb,
371608.650,1781554311.671,hb,
371668.681,1781554371.698,hb,
371728.712,1781554431.725,hb,
371788.744,1781554491.752,hb,
371848.775,1781554551.777,hb,
371908.806,1781554611.802,hb,
371968.840,1781554671.831,hb,
372028.871,1781554731.858,hb,
372088.901,1781554791.884,hb,
372148.932,1781554851.910,hb,
372208.963,1781554911.938,hb,
372268.997,1781554971.966,hb,
372329.025,1781555031.997,hb,
372389.055,1781555092.028,hb,
372449.085,1781555152.056,hb,
372509.113,1781555212.083,hb,
372569.144,1781555272.110,hb,
372629.173,1781555332.136,hb,
372689.203,1781555392.164,hb,
372749.234,1781555452.192,hb,
372809.264,1781555512.219,hb,
372869.295,1781555572.246,hb,
372929.324,1781555632.269,hb,
372989.358,1781555692.298,hb,
373049.390,1781555752.326,hb,
373109.422,1781555812.353,hb,
373169.452,1781555872.380,hb,
373229.483,1781555932.409,hb,
373289.514,1781555992.436,hb,
373349.548,1781556052.466,hb,
373409.579,1781556112.493,hb,
373469.611,1781556172.520,hb,
