raw_s,wall_s,kind,wall_elapsed_ms,raw_elapsed_ms
364585.541,1781547288.992,hb,,
364645.606,1781547349.052,hb,,
364705.674,1781547409.117,hb,,
364765.742,1781547469.182,hb,,
364825.809,1781547529.247,hb,,
364885.876,1781547589.311,hb,,
364945.944,1781547649.375,hb,,
365006.012,1781547709.439,hb,,
365066.082,1781547769.504,hb,,
365126.151,1781547829.569,hb,,
365186.220,1781547889.634,hb,,
365246.286,1781547949.696,hb,,
365306.353,1781548009.761,hb,,
365366.420,1781548069.825,hb,,
365426.488,1781548129.890,hb,,
365486.556,1781548189.955,hb,,
365546.626,1781548250.019,hb,,
365606.694,1781548310.082,hb,,
365666.764,1781548370.147,hb,,
365726.833,1781548430.213,hb,,
365786.899,1781548490.275,hb,,
365846.964,1781548550.338,hb,,
365907.031,1781548610.402,hb,,
365967.099,1781548670.466,hb,,
366027.167,1781548730.531,hb,,
366087.235,1781548790.594,hb,,
366147.303,1781548850.656,hb,,
366207.374,1781548910.723,hb,,
366267.444,1781548970.788,hb,,
366327.512,1781549030.852,hb,,
366387.579,1781549090.917,hb,,
366447.647,1781549150.982,hb,,
366507.713,1781549211.045,hb,,
366567.781,1781549271.110,hb,,
366627.850,1781549331.174,hb,,
366687.920,1781549391.239,hb,,
366747.988,1781549451.304,hb,,
366808.059,1781549511.370,hb,,
366868.127,1781549571.436,hb,,
366928.193,1781549631.500,hb,,
366988.260,1781549691.564,hb,,
367048.327,1781549751.628,hb,,
367108.394,1781549811.691,hb,,
367168.464,1781549871.757,hb,,
367228.533,1781549931.822,hb,,
367288.603,1781549991.888,hb,,
367348.671,1781550051.953,hb,,
367408.740,1781550112.018,hb,,
367468.809,1781550172.083,hb,,
367528.877,1781550232.148,hb,,
367588.947,1781550292.214,hb,,
367649.015,1781550352.278,hb,,
367709.084,1781550412.344,hb,,
367769.151,1781550472.407,hb,,
367829.220,1781550532.473,hb,,
367889.287,1781550592.536,hb,,
367949.357,1781550652.601,hb,,
368009.426,1781550712.665,hb,,
368069.496,1781550772.730,hb,,
368129.564,1781550832.795,hb,,
368189.631,1781550892.858,hb,,
368249.701,1781550952.923,hb,,
368309.770,1781551012.989,hb,,
368369.837,1781551073.051,hb,,
368429.906,1781551133.117,hb,,
368489.977,1781551193.183,hb,,
368550.045,1781551253.248,hb,,
368610.116,1781551313.314,hb,,
368670.183,1781551373.377,hb,,
368730.250,1781551433.441,hb,,
368790.320,1781551493.506,hb,,
368850.389,1781551553.571,hb,,
368910.458,1781551613.636,hb,,
368970.523,1781551673.698,hb,,
369030.590,1781551733.764,hb,,
369090.653,1781551793.829,hb,,
369150.718,1781551853.892,hb,,
369210.785,1781551913.957,hb,,
369270.852,1781551974.022,hb,,
369330.920,1781552034.087,hb,,
369390.985,1781552094.149,hb,,
369451.050,1781552154.212,hb,,
369511.117,1781552214.276,hb,,
369571.185,1781552274.341,hb,,
369631.259,1781552334.408,hb,,
369691.330,1781552394.471,hb,,
369751.399,1781552454.535,hb,,
369811.470,1781552514.602,hb,,
369871.539,1781552574.666,hb,,
369931.609,1781552634.733,hb,,
369991.679,1781552694.799,hb,,
370051.748,1781552754.864,hb,,
370111.818,1781552814.930,hb,,
370171.885,1781552874.993,hb,,
370231.951,1781552935.056,hb,,
370292.022,1781552995.123,hb,,
370352.092,1781553055.189,hb,,
370412.160,1781553115.254,hb,,
370472.226,1781553175.318,hb,,
370532.295,1781553235.385,hb,,
370592.363,1781553295.450,hb,,
370652.430,1781553355.514,hb,,
370712.502,1781553415.580,hb,,
370772.573,1781553475.646,hb,,
370832.643,1781553535.712,hb,,
370892.713,1781553595.778,hb,,
370952.783,1781553655.844,hb,,
371012.853,1781553715.909,hb,,
371072.920,1781553775.972,hb,,
371132.989,1781553836.037,hb,,
371193.058,1781553896.102,hb,,
371253.123,1781553956.166,hb,,
371313.188,1781554016.229,hb,,
371373.256,1781554076.294,hb,,
371433.321,1781554136.356,hb,,
371493.390,1781554196.420,hb,,
371553.461,1781554256.486,hb,,
371613.530,1781554316.551,hb,,
371673.598,1781554376.614,hb,,
371733.665,1781554436.678,hb,,
371793.735,1781554496.743,hb,,
371853.806,1781554556.807,hb,,
371913.876,1781554616.872,hb,,
371973.945,1781554676.936,hb,,
372034.015,1781554737.002,hb,,
372094.084,1781554797.066,hb,,
372154.154,1781554857.132,hb,,
372214.224,1781554917.197,hb,,
372274.294,1781554977.263,hb,,
372334.358,1781555037.331,hb,,
372394.423,1781555097.396,hb,,
372454.488,1781555157.459,hb,,
372514.556,1781555217.525,hb,,
372574.622,1781555277.588,hb,,
372634.691,1781555337.654,hb,,
372694.760,1781555397.720,hb,,
372754.828,1781555457.786,hb,,
372814.895,1781555517.849,hb,,
372874.963,1781555577.915,hb,,
372935.035,1781555637.979,hb,,
372995.104,1781555698.043,hb,,
373055.172,1781555758.107,hb,,
373115.241,1781555818.172,hb,,
373175.311,1781555878.239,hb,,
373235.380,1781555938.304,hb,,
373295.449,1781555998.371,hb,,
373355.518,1781556058.436,hb,,
373415.588,1781556118.501,hb,,
373475.657,1781556178.567,hb,,
