raw_s,wall_s,kind,jump_ms
328547.367,1781511253.004,hb,
328607.402,1781511313.017,hb,
328667.440,1781511373.036,hb,
328727.431,1781511433.079,hb,
328787.449,1781511493.106,hb,
328847.477,1781511553.129,hb,
328907.505,1781511613.151,hb,
328967.529,1781511673.172,hb,
329027.556,1781511733.195,hb,
329087.584,1781511793.209,hb,
329147.616,1781511853.225,hb,
329207.645,1781511913.245,hb,
329267.675,1781511973.268,hb,
329327.707,1781512033.288,hb,
329387.748,1781512093.307,hb,
329447.777,1781512153.322,hb,
329507.806,1781512213.340,hb,
329567.836,1781512273.360,hb,
329627.866,1781512333.381,hb,
329687.891,1781512393.396,hb,
329747.919,1781512453.415,hb,
329807.946,1781512513.433,hb,
329867.969,1781512573.448,hb,
329927.958,1781512633.501,hb,
329988.004,1781512693.518,hb,
330048.013,1781512753.570,hb,
330108.022,1781512813.601,hb,
330168.040,1781512873.618,hb,
330228.065,1781512933.648,hb,
330288.088,1781512993.681,hb,
330348.107,1781513053.713,hb,
330408.125,1781513113.744,hb,
330468.144,1781513173.777,hb,
330528.164,1781513233.810,hb,
330588.182,1781513293.842,hb,
330633.472,1781513339.140,jump,-1.707
330633.574,1781513339.240,jump,-1.710
330633.676,1781513339.340,jump,-1.703
330633.778,1781513339.441,jump,-1.707
330633.880,1781513339.541,jump,-1.708
330633.982,1781513339.641,jump,-1.707
330634.084,1781513339.742,jump,-1.707
330634.186,1781513339.842,jump,-1.708
330634.288,1781513339.942,jump,-1.707
330634.389,1781513340.042,jump,-1.622
330634.491,1781513340.143,jump,-1.498
330634.593,1781513340.243,jump,-1.497
330634.695,1781513340.343,jump,-1.495
330634.796,1781513340.443,jump,-1.496
330634.898,1781513340.543,jump,-1.494
330634.999,1781513340.643,jump,-1.496
330635.101,1781513340.744,jump,-1.497
330635.203,1781513340.844,jump,-1.497
330635.305,1781513340.944,jump,-1.497
330635.406,1781513341.044,jump,-1.436
330635.508,1781513341.145,jump,-1.314
330635.609,1781513341.245,jump,-1.312
330635.711,1781513341.345,jump,-1.313
330635.812,1781513341.445,jump,-1.313
330635.914,1781513341.545,jump,-1.314
330636.015,1781513341.646,jump,-1.313
330636.117,1781513341.746,jump,-1.315
330636.219,1781513341.846,jump,-1.313
330636.320,1781513341.946,jump,-1.313
330636.422,1781513342.046,jump,-1.248
330636.523,1781513342.147,jump,-1.154
330636.624,1781513342.247,jump,-1.155
330636.726,1781513342.347,jump,-1.155
330636.827,1781513342.447,jump,-1.154
330636.929,1781513342.548,jump,-1.154
330637.030,1781513342.648,jump,-1.155
330637.131,1781513342.748,jump,-1.155
330637.233,1781513342.849,jump,-1.155
330637.334,1781513342.949,jump,-1.155
330637.436,1781513343.049,jump,-1.094
330637.537,1781513343.149,jump,-1.014
330637.638,1781513343.249,jump,-1.014
330637.739,1781513343.350,jump,-1.014
330637.841,1781513343.450,jump,-1.015
330637.942,1781513343.550,jump,-1.014
330638.043,1781513343.650,jump,-1.015
330638.144,1781513343.751,jump,-1.015
330638.246,1781513343.851,jump,-1.014
330638.347,1781513343.951,jump,-1.014
330648.318,1781513353.868,hb,
330708.393,1781513413.879,hb,
330768.423,1781513473.903,hb,
330828.465,1781513533.929,hb,
330888.483,1781513593.963,hb,
330948.506,1781513653.994,hb,
331008.537,1781513714.022,hb,
331068.565,1781513774.049,hb,
331128.594,1781513834.072,hb,
331188.623,1781513894.094,hb,
331248.657,1781513954.117,hb,
331308.705,1781514014.136,hb,
331368.743,1781514074.156,hb,
331428.780,1781514134.178,hb,
331488.816,1781514194.201,hb,
331548.851,1781514254.224,hb,
331608.885,1781514314.245,hb,
331668.902,1781514374.251,hb,
331728.874,1781514434.311,hb,
331788.872,1781514494.347,hb,
331848.883,1781514554.387,hb,
