raw_s,wall_s,kind,wall_elapsed_ms,raw_elapsed_ms
328547.421,1781511253.057,hb,,
328607.505,1781511313.120,hb,,
328667.586,1781511373.182,hb,,
328727.602,1781511433.250,hb,,
328787.658,1781511493.316,hb,,
328847.730,1781511553.381,hb,,
328907.800,1781511613.446,hb,,
328967.867,1781511673.509,hb,,
329027.933,1781511733.572,hb,,
329088.010,1781511793.635,hb,,
329148.087,1781511853.697,hb,,
329208.162,1781511913.761,hb,,
329268.234,1781511973.826,hb,,
329328.311,1781512033.892,hb,,
329388.394,1781512093.952,hb,,
329448.470,1781512154.015,hb,,
329508.546,1781512214.080,hb,,
329568.621,1781512274.145,hb,,
329628.695,1781512334.210,hb,,
329688.766,1781512394.272,hb,,
329748.836,1781512454.333,hb,,
329808.909,1781512514.397,hb,,
329868.983,1781512574.462,hb,,
329928.987,1781512634.527,hb,,
329989.078,1781512694.592,hb,,
330049.096,1781512754.654,hb,,
330109.137,1781512814.716,hb,,
330169.203,1781512874.781,hb,,
330229.262,1781512934.845,hb,,
330289.319,1781512994.912,hb,,
330349.374,1781513054.980,hb,,
330409.427,1781513115.046,hb,,
330469.474,1781513175.107,hb,,
330529.526,1781513235.173,hb,,
330589.579,1781513295.239,hb,,
330649.758,1781513355.304,hb,,
330709.880,1781513415.366,hb,,
330769.951,1781513475.430,hb,,
330830.031,1781513535.495,hb,,
330890.082,1781513595.563,hb,,
330950.141,1781513655.628,hb,,
331010.208,1781513715.693,hb,,
331070.275,1781513775.758,hb,,
331130.345,1781513835.823,hb,,
331190.416,1781513895.887,hb,,
331250.491,1781513955.950,hb,,
331310.578,1781514016.008,hb,,
331370.658,1781514076.070,hb,,
331430.738,1781514136.136,hb,,
331490.815,1781514196.200,hb,,
331550.892,1781514256.264,hb,,
331610.969,1781514316.329,hb,,
331671.044,1781514376.392,hb,,
331731.029,1781514436.468,hb,,
331791.060,1781514496.536,hb,,
331851.099,1781514556.604,hb,,
331911.176,1781514616.669,hb,,
331971.248,1781514676.733,hb,,
332031.300,1781514736.795,hb,,
332091.356,1781514796.862,hb,,
332151.409,1781514856.928,hb,,
332211.461,1781514916.993,hb,,
332271.564,1781514977.058,hb,,
332331.807,1781515037.120,hb,,
332391.898,1781515097.184,hb,,
332451.991,1781515157.249,hb,,
332511.869,1781515217.314,hb,,
332571.968,1781515277.379,hb,,
332632.109,1781515337.442,hb,,
332692.166,1781515397.507,hb,,
332752.237,1781515457.573,hb,,
332812.320,1781515517.639,hb,,
332872.352,1781515577.706,hb,,
332932.395,1781515637.772,hb,,
332992.449,1781515697.837,hb,,
333052.500,1781515757.903,hb,,
333112.540,1781515817.970,hb,,
333172.590,1781515878.038,hb,,
333232.641,1781515938.103,hb,,
333292.689,1781515998.165,hb,,
333352.910,1781516058.221,hb,,
333413.025,1781516118.283,hb,,
333473.120,1781516178.347,hb,,
333533.169,1781516238.412,hb,,
333593.240,1781516298.478,hb,,
333653.315,1781516358.539,hb,,
333713.396,1781516418.604,hb,,
333773.367,1781516478.671,hb,,
333833.397,1781516538.740,hb,,
333893.429,1781516598.807,hb,,
333953.466,1781516658.874,hb,,
334013.509,1781516718.943,hb,,
334073.546,1781516779.009,hb,,
334133.584,1781516839.076,hb,,
334193.621,1781516899.143,hb,,
334253.901,1781516959.217,hb,,
334314.030,1781517019.282,hb,,
334374.072,1781517079.349,hb,,
334434.110,1781517139.414,hb,,
334494.166,1781517199.480,hb,,
334554.224,1781517259.546,hb,,
334614.284,1781517319.613,hb,,
334674.344,1781517379.680,hb,,
334734.403,1781517439.747,hb,,
334794.464,1781517499.815,hb,,
334854.524,1781517559.882,hb,,
334914.583,1781517619.949,hb,,
334974.641,1781517680.014,hb,,
335034.831,1781517740.076,hb,,
335094.929,1781517800.141,hb,,
335155.017,1781517860.206,hb,,
335215.108,1781517920.270,hb,,
335275.200,1781517980.334,hb,,
335335.134,1781518040.399,hb,,
335395.168,1781518100.464,hb,,
335455.215,1781518160.529,hb,,
335515.301,1781518220.594,hb,,
335575.391,1781518280.656,hb,,
335635.457,1781518340.720,hb,,
335695.519,1781518400.783,hb,,
335755.623,1781518460.848,hb,,
335815.701,1781518520.912,hb,,
335875.782,1781518580.978,hb,,
335935.860,1781518641.043,hb,,
335995.934,1781518701.106,hb,,
336056.008,1781518761.171,hb,,
336116.084,1781518821.238,hb,,
336176.157,1781518881.301,hb,,
336236.231,1781518941.366,hb,,
336296.305,1781519001.432,hb,,
336356.378,1781519061.496,hb,,
336416.449,1781519121.558,hb,,
336476.525,1781519181.624,hb,,
336536.598,1781519241.689,hb,,
336596.670,1781519301.752,hb,,
336656.743,1781519361.816,hb,,
336716.814,1781519421.878,hb,,
336776.888,1781519481.942,hb,,
336836.962,1781519542.008,hb,,
336896.983,1781519602.072,hb,,
336957.013,1781519662.140,hb,,
337017.064,1781519722.207,hb,,
337077.121,1781519782.273,hb,,
337137.181,1781519842.338,hb,,
337197.244,1781519902.405,hb,,
337257.306,1781519962.470,hb,,
337317.367,1781520022.534,hb,,
337377.430,1781520082.600,hb,,
337437.493,1781520142.666,hb,,
