raw_s,wall_s,offset_ms,delay_ms,err
288852.629,1781471560.716,26.016,80.377,
288853.631,1781471561.717,27.105,80.393,
288854.632,1781471562.717,28.152,80.443,
288855.633,1781471563.717,29.146,80.370,
288856.634,1781471564.717,30.014,80.384,
288857.635,1781471565.717,30.982,80.531,
288858.636,1781471566.717,31.726,80.297,
288859.636,1781471567.717,32.586,80.463,
288860.637,1781471568.717,33.302,80.467,
288861.638,1781471569.717,33.990,80.489,
288862.639,1781471570.717,34.639,80.422,
288863.639,1781471571.717,35.278,80.354,
288864.640,1781471572.717,35.912,80.401,
288865.641,1781471573.717,36.547,80.464,
288866.641,1781471574.717,37.012,80.352,
288867.642,1781471575.717,37.570,80.440,
288868.643,1781471576.717,38.066,80.390,
288869.643,1781471577.717,38.635,80.449,
288870.644,1781471578.717,38.990,80.384,
288871.644,1781471579.717,39.527,80.468,
288872.645,1781471580.717,39.912,80.346,
288873.645,1781471581.717,40.290,80.423,
288874.646,1781471582.717,40.699,80.290,
288875.646,1781471583.717,41.069,80.357,
288876.646,1781471584.717,41.510,80.458,
288877.647,1781471585.717,41.852,80.487,
288878.647,1781471586.717,42.116,80.394,
288879.648,1781471587.717,42.537,80.451,
288880.648,1781471588.717,42.770,80.299,
288881.648,1781471589.717,43.083,80.363,
288882.649,1781471590.717,43.480,80.444,
288883.649,1781471591.717,43.661,80.333,
288884.650,1781471592.717,43.976,80.426,
288885.650,1781471593.717,44.253,80.327,
288886.650,1781471594.717,44.497,80.600,
288887.651,1781471595.717,44.816,80.480,
288888.651,1781471596.717,44.998,80.388,
288889.651,1781471597.717,45.258,80.343,
288890.651,1781471598.717,45.466,80.392,
288891.652,1781471599.717,45.716,80.399,
288892.652,1781471600.717,45.963,80.384,
288893.652,1781471601.717,46.251,80.519,
288894.653,1781471602.717,46.418,80.449,
288895.653,1781471603.717,46.698,80.494,
288896.653,1781471604.717,46.890,80.481,
288897.654,1781471605.717,47.036,80.334,
288898.654,1781471606.717,47.227,80.404,
288899.654,1781471607.717,47.521,80.492,
288900.654,1781471608.717,47.705,80.517,
288901.655,1781471609.717,47.864,80.384,
288902.655,1781471610.717,48.052,80.355,
288903.655,1781471611.717,48.299,80.437,
288904.655,1781471612.717,48.428,80.418,
288905.656,1781471613.717,48.665,80.517,
288906.656,1781471614.717,48.837,80.414,
288907.656,1781471615.717,49.008,80.321,
288908.656,1781471616.717,49.181,80.332,
288909.656,1781471617.717,49.362,80.362,
288910.657,1781471618.717,49.563,80.407,
288911.657,1781471619.717,49.777,80.474,
288912.656,1781471620.717,48.545,80.487,
288913.655,1781471621.717,46.890,80.353,
288914.653,1781471622.717,45.420,80.380,
288915.652,1781471623.717,43.957,80.422,
288916.650,1781471624.717,42.630,80.460,
288917.648,1781471625.716,41.205,80.459,
288918.648,1781471626.717,39.840,80.302,
288919.647,1781471627.717,38.607,80.543,
288920.645,1781471628.717,37.335,80.367,
288921.644,1781471629.717,36.075,80.394,
288922.643,1781471630.717,34.895,80.379,
288923.642,1781471631.717,33.761,80.444,
288924.641,1781471632.717,32.665,80.355,
288925.640,1781471633.717,31.647,80.518,
288926.639,1781471634.717,30.559,80.426,
288927.638,1781471635.717,29.580,80.489,
288928.637,1781471636.717,28.597,80.523,
288929.636,1781471637.717,27.675,80.522,
288930.635,1781471638.717,26.714,80.411,
288931.634,1781471639.717,25.828,80.471,
288932.634,1781471640.717,24.912,80.376,
288933.633,1781471641.717,24.068,80.430,
288934.632,1781471642.717,23.239,80.354,
288935.631,1781471643.717,22.515,80.496,
288936.631,1781471644.717,21.768,80.522,
288937.630,1781471645.717,20.924,80.392,
288938.629,1781471646.717,20.222,80.363,
288939.629,1781471647.717,19.584,80.476,
288940.628,1781471648.717,18.832,80.395,
288941.627,1781471649.717,18.183,80.324,
288942.627,1781471650.717,17.509,80.302,
288943.626,1781471651.717,16.966,80.370,
288944.626,1781471652.717,16.338,80.293,
288945.625,1781471653.717,15.685,80.334,
288946.625,1781471654.717,15.143,80.357,
288947.624,1781471655.717,14.643,80.454,
288948.624,1781471656.717,14.074,80.385,
288949.623,1781471657.717,13.604,80.555,
288950.623,1781471658.717,13.021,80.402,
288951.622,1781471659.716,12.543,80.380,
288952.622,1781471660.717,12.106,80.530,
288953.622,1781471661.717,11.594,80.403,
288954.621,1781471662.717,11.221,80.552,
288955.621,1781471663.717,10.735,80.437,
288956.620,1781471664.717,10.286,80.395,
288957.620,1781471665.717,9.863,80.430,
288958.620,1781471666.717,9.530,80.490,
288959.619,1781471667.717,9.079,80.297,
288960.619,1781471668.717,8.754,80.572,
288961.619,1781471669.717,8.325,80.362,
288962.619,1781471670.717,8.009,80.353,
288963.618,1781471671.717,7.654,80.402,
288964.618,1781471672.717,7.378,80.509,
288965.618,1781471673.717,6.958,80.363,
288966.617,1781471674.717,6.721,80.541,
288967.617,1781471675.717,6.418,80.432,
288968.617,1781471676.717,6.076,80.517,
288969.617,1781471677.717,5.823,80.539,
288970.616,1781471678.717,5.527,80.523,
288971.616,1781471679.717,5.157,80.420,
288972.616,1781471680.717,4.882,80.378,
288973.616,1781471681.717,4.705,80.506,
288974.616,1781471682.717,4.450,80.469,
288975.615,1781471683.717,4.090,80.417,
288976.615,1781471684.717,3.917,80.430,
288977.615,1781471685.717,3.704,80.438,
288978.615,1781471686.717,3.434,80.446,
288979.615,1781471687.717,3.188,80.361,
288980.615,1781471688.717,2.978,80.382,
288981.614,1781471689.717,2.750,80.236,
288982.614,1781471690.717,2.606,80.517,
288983.614,1781471691.717,2.424,80.474,
288984.614,1781471692.717,2.149,80.358,
