raw_s,wall_s,offset_ms,delay_ms,err
101779.953,1781284499.449,12.723,0.466,
101780.954,1781284500.450,12.271,0.412,
101781.953,1781284501.450,11.785,0.309,
101782.953,1781284502.450,11.343,0.299,
101783.953,1781284503.450,10.926,0.319,
101784.952,1781284504.450,10.558,0.375,
101785.952,1781284505.450,10.247,0.329,
101786.952,1781284506.450,9.954,0.363,
101787.952,1781284507.450,9.725,0.305,
101788.951,1781284508.450,9.480,0.333,
101789.951,1781284509.450,9.293,0.436,
101790.951,1781284510.450,9.107,0.335,
101791.951,1781284511.450,8.937,0.366,
101792.951,1781284512.450,8.853,0.276,
101793.951,1781284513.450,8.716,0.328,
101794.951,1781284514.450,8.606,0.361,
101795.951,1781284515.450,8.580,0.377,
101796.951,1781284516.450,8.508,0.325,
101797.951,1781284517.450,8.475,0.321,
101798.951,1781284518.450,8.443,0.357,
101799.951,1781284519.450,8.447,0.348,
101800.951,1781284520.450,8.463,0.344,
101801.951,1781284521.450,8.473,0.340,
101802.951,1781284522.450,8.533,0.319,
101803.951,1781284523.450,8.542,0.358,
101804.952,1781284524.450,8.610,0.279,
101805.952,1781284525.450,8.674,0.346,
101806.952,1781284526.450,8.744,0.336,
101807.952,1781284527.450,8.850,0.350,
101808.952,1781284528.450,8.935,0.260,
101809.952,1781284529.450,9.046,0.362,
101810.953,1781284530.450,9.109,0.317,
101811.953,1781284531.450,9.184,0.319,
101812.953,1781284532.450,9.376,0.322,
101813.953,1781284533.450,9.480,0.343,
101814.953,1781284534.450,9.593,0.317,
101815.953,1781284535.450,9.739,0.353,
101816.954,1781284536.450,9.888,0.324,
101817.954,1781284537.450,10.052,0.223,
101818.954,1781284538.450,10.179,0.381,
101819.954,1781284539.450,10.294,0.294,
101820.954,1781284540.450,10.429,0.382,
101821.955,1781284541.450,10.644,0.323,
101822.955,1781284542.450,10.806,0.358,
101823.955,1781284543.450,10.948,0.343,
101824.955,1781284544.450,11.115,0.328,
101825.955,1781284545.450,11.238,0.302,
101826.956,1781284546.450,11.437,0.370,
101827.956,1781284547.450,11.603,0.352,
101828.956,1781284548.450,11.822,0.301,
101829.956,1781284549.450,11.993,0.322,
101830.957,1781284550.450,12.141,0.340,
101831.957,1781284551.450,12.352,0.334,
101832.957,1781284552.450,12.538,0.354,
101833.958,1781284553.450,12.730,0.314,
101834.958,1781284554.450,12.923,0.303,
101835.958,1781284555.450,13.077,0.313,
101836.958,1781284556.450,13.277,0.364,
101837.959,1781284557.450,13.486,0.336,
101838.959,1781284558.450,13.673,0.315,
101839.958,1781284559.450,13.621,0.365,
101840.959,1781284560.450,13.369,0.343,
101841.958,1781284561.450,13.132,0.174,
101842.958,1781284562.450,12.863,0.369,
101843.958,1781284563.450,12.663,0.336,
101844.958,1781284564.450,12.418,0.381,
101845.958,1781284565.450,12.241,0.338,
101846.958,1781284566.450,12.059,0.316,
101847.958,1781284567.450,11.878,0.246,
101848.957,1781284568.450,11.713,0.297,
101849.957,1781284569.450,11.542,0.437,
101850.957,1781284570.450,11.385,0.339,
101851.957,1781284571.450,11.245,0.329,
101852.957,1781284572.450,11.100,0.359,
101853.957,1781284573.450,11.007,0.340,
101854.957,1781284574.450,10.890,0.314,
101855.957,1781284575.450,10.772,0.342,
101856.957,1781284576.450,10.684,0.365,
101857.957,1781284577.450,10.601,0.400,
101858.957,1781284578.450,10.515,0.339,
101859.957,1781284579.450,10.440,0.365,
101860.957,1781284580.450,10.377,0.334,
101861.957,1781284581.450,10.301,0.320,
101862.957,1781284582.450,10.257,0.334,
101863.957,1781284583.450,10.229,0.373,
101864.957,1781284584.450,10.154,0.190,
101865.957,1781284585.450,10.131,0.324,
101866.957,1781284586.450,10.091,0.388,
101867.957,1781284587.450,10.098,0.328,
101868.957,1781284588.450,10.079,0.319,
101869.957,1781284589.450,10.007,0.432,
101870.957,1781284590.450,10.058,0.323,
101871.957,1781284591.450,10.094,0.335,
101872.957,1781284592.450,10.027,0.352,
101873.957,1781284593.450,10.073,0.304,
101874.957,1781284594.450,10.086,0.324,
101875.957,1781284595.450,10.102,0.278,
101876.958,1781284596.450,10.131,0.288,
101877.958,1781284597.450,10.147,0.331,
101878.958,1781284598.450,10.138,0.242,
101879.958,1781284599.450,10.218,0.278,
101880.958,1781284600.450,10.230,0.375,
101881.958,1781284601.450,10.326,0.334,
101882.958,1781284602.450,10.368,0.222,
101883.958,1781284603.450,10.396,0.297,
101884.958,1781284604.450,10.447,0.336,
101885.958,1781284605.450,10.492,0.287,
101886.959,1781284606.450,10.566,0.344,
101887.959,1781284607.450,10.618,0.393,
101888.959,1781284608.450,10.670,0.369,
101889.959,1781284609.450,10.785,0.264,
101890.959,1781284610.450,10.823,0.326,
101891.959,1781284611.450,10.910,0.227,
101892.959,1781284612.450,10.999,0.340,
101893.959,1781284613.450,11.089,0.247,
101894.960,1781284614.450,11.109,0.315,
101895.960,1781284615.450,11.231,0.355,
101896.960,1781284616.450,11.306,0.343,
101897.960,1781284617.450,11.391,0.324,
101898.960,1781284618.450,11.483,0.320,
101899.960,1781284619.450,11.595,0.407,
101900.961,1781284620.450,11.675,0.325,
101901.961,1781284621.450,11.800,0.287,
101902.961,1781284622.450,11.907,0.175,
101903.961,1781284623.450,11.975,0.309,
101904.961,1781284624.450,12.118,0.349,
101905.961,1781284625.450,12.183,0.361,
101906.961,1781284626.450,12.321,0.366,
101907.962,1781284627.450,12.460,0.370,
101908.962,1781284628.450,12.533,0.288,
101909.962,1781284629.450,12.624,0.325,
101910.962,1781284630.450,12.767,0.322,
101911.962,1781284631.450,12.888,0.341,
101912.963,1781284632.450,13.004,0.301,
101913.963,1781284633.450,13.068,0.361,
