raw_s,wall_s,offset_ms,delay_ms,err
1203.265,1781183929.390,-400.982,0.154,
1204.266,1781183930.391,-401.001,0.190,
1205.265,1781183931.390,-401.006,0.164,
1206.266,1781183931.990,-0.005,0.191,
1207.266,1781183932.990,-0.001,0.196,
1208.266,1781183933.990,-0.014,0.237,
1209.266,1781183934.990,0.003,0.191,
1210.266,1781183935.990,0.002,0.135,
1211.266,1781183936.990,-0.004,0.189,
1212.266,1781183937.990,-0.002,0.186,
1213.266,1781183938.990,-0.001,0.187,
1214.266,1781183939.990,0.003,0.197,
1215.266,1781183940.990,-0.001,0.187,
1216.266,1781183941.990,-0.001,0.189,
1217.266,1781183942.990,-0.001,0.192,
1218.266,1781183943.990,-0.002,0.191,
1219.266,1781183944.990,-0.000,0.190,
1220.266,1781183945.990,0.003,0.191,
1221.266,1781183946.990,-0.002,0.191,
1222.266,1781183947.990,0.002,0.203,
1223.266,1781183948.990,0.016,0.226,
1224.266,1781183949.990,0.000,0.190,
1225.266,1781183950.990,0.011,0.167,
1226.266,1781183951.990,0.019,0.164,
1227.266,1781183952.990,0.001,0.194,
1228.266,1781183953.990,0.016,0.163,
1229.266,1781183954.990,-0.000,0.193,
1230.266,1781183955.990,-0.016,0.171,
1231.266,1781183956.990,-0.016,0.162,
1232.266,1781183957.990,-0.001,0.192,
1233.266,1781183958.990,-0.001,0.194,
1234.266,1781183959.990,0.000,0.199,
1235.266,1781183960.990,-0.003,0.190,
1236.266,1781183961.990,-0.001,0.189,
1237.266,1781183962.990,-0.003,0.193,
1238.266,1781183963.990,-0.000,0.192,
1239.266,1781183964.990,-0.001,0.185,
1240.266,1781183965.990,0.013,0.221,
1241.266,1781183966.990,0.010,0.158,
1242.266,1781183967.990,0.016,0.170,
1243.266,1781183968.990,-0.009,0.186,
1244.266,1781183969.990,-0.009,0.186,
1245.266,1781183970.990,-0.011,0.184,
1246.266,1781183971.990,-0.013,0.187,
1247.266,1781183972.990,-0.010,0.190,
1248.266,1781183973.990,-0.036,0.242,
1249.266,1781183974.990,-0.008,0.198,
1250.266,1781183975.990,-0.005,0.204,
1251.266,1781183976.990,-0.011,0.192,
1252.266,1781183977.990,-0.015,0.190,
1253.266,1781183978.990,-0.010,0.186,
1254.266,1781183979.990,-0.023,0.176,
1255.266,1781183980.990,-0.005,0.206,
1256.266,1781183981.990,-0.020,0.206,
1257.266,1781183982.990,-0.000,0.161,
1258.266,1781183983.990,-0.012,0.206,
1259.266,1781183984.990,-0.001,0.159,
1260.266,1781183985.990,-0.010,0.190,
1261.266,1781183986.990,-0.015,0.197,
1262.266,1781183987.990,-0.018,0.188,
1263.266,1781183988.990,-0.020,0.191,
1264.266,1781183989.990,-0.019,0.189,
1265.266,1781183990.990,-0.018,0.187,
1266.266,1781183991.990,-0.018,0.185,
1267.266,1781183992.990,-0.021,0.185,
1268.266,1781183993.990,-0.018,0.191,
1269.266,1781183994.990,-0.019,0.185,
1270.266,1781183995.990,-0.018,0.194,
1271.266,1781183996.990,-0.020,0.190,
1272.266,1781183997.990,-0.033,0.239,
1273.266,1781183998.990,-0.006,0.157,
1274.266,1781183999.990,-0.019,0.128,
1275.266,1781184000.990,0.009,0.230,
1276.266,1781184001.990,0.025,0.223,
1277.266,1781184002.990,-0.010,0.214,
1278.266,1781184003.990,-0.022,0.193,
1279.266,1781184004.990,-0.023,0.190,
1280.266,1781184005.990,-0.018,0.194,
