raw_s,wall_s,kind,jump_ms
373592.546,1781556295.446,hb,
373652.577,1781556355.473,hb,
373712.613,1781556415.504,hb,
373772.646,1781556475.533,hb,
373832.678,1781556535.563,hb,
373892.710,1781556595.592,hb,
373952.741,1781556655.619,hb,
374012.774,1781556715.647,hb,
374072.803,1781556775.675,hb,
374132.832,1781556835.701,hb,
374192.864,1781556895.730,hb,
374252.896,1781556955.759,hb,
374312.926,1781557015.785,hb,
374372.956,1781557075.811,hb,
374432.987,1781557135.839,hb,
374493.021,1781557195.869,hb,
374553.046,1781557255.890,hb,
374613.079,1781557315.920,hb,
374673.114,1781557375.951,hb,
374733.148,1781557435.980,hb,
374793.181,1781557496.009,hb,
374853.214,1781557556.038,hb,
374913.247,1781557616.067,hb,
374973.277,1781557676.094,hb,
375033.308,1781557736.121,hb,
375093.341,1781557796.151,hb,
375153.372,1781557856.178,hb,
375213.404,1781557916.206,hb,
375273.437,1781557976.235,hb,
375333.469,1781558036.263,hb,
375393.500,1781558096.291,hb,
375453.531,1781558156.318,hb,
375513.565,1781558216.349,hb,
375573.595,1781558276.376,hb,
375633.628,1781558336.405,hb,
375693.658,1781558396.431,hb,
375753.688,1781558456.458,hb,
375813.719,1781558516.485,hb,
375873.753,1781558576.516,hb,
375933.784,1781558636.543,hb,
375993.818,1781558696.574,hb,
376053.851,1781558756.602,hb,
376113.883,1781558816.631,hb,
376173.915,1781558876.660,hb,
376233.945,1781558936.686,hb,
376293.977,1781558996.714,hb,
376354.008,1781559056.742,hb,
376414.042,1781559116.771,hb,
376474.076,1781559176.800,hb,
376534.098,1781559236.819,hb,
376594.119,1781559296.835,hb,
376654.152,1781559356.863,hb,
376714.183,1781559416.890,hb,
376774.215,1781559476.919,hb,
376834.245,1781559536.946,hb,
376894.277,1781559596.976,hb,
376954.305,1781559657.002,hb,
377014.338,1781559717.031,hb,
377074.370,1781559777.060,hb,
377134.404,1781559837.090,hb,
377194.435,1781559897.117,hb,
377254.468,1781559957.146,hb,
377314.493,1781560017.167,hb,
377374.510,1781560077.181,hb,
377434.543,1781560137.210,hb,
377494.574,1781560197.237,hb,
377554.604,1781560257.264,hb,
377614.635,1781560317.291,hb,
377674.670,1781560377.321,hb,
377734.706,1781560437.352,hb,
377794.741,1781560497.382,hb,
377854.775,1781560557.413,hb,
377914.806,1781560617.440,hb,
377974.839,1781560677.469,hb,
378034.872,1781560737.498,hb,
378094.902,1781560797.524,hb,
378154.935,1781560857.553,hb,
378214.966,1781560917.580,hb,
378274.997,1781560977.607,hb,
378335.030,1781561037.636,hb,
378395.063,1781561097.665,hb,
378455.096,1781561157.694,hb,
378515.128,1781561217.725,hb,
378575.159,1781561277.754,hb,
378635.188,1781561337.780,hb,
378695.222,1781561397.811,hb,
378755.257,1781561457.843,hb,
378815.292,1781561517.874,hb,
378875.324,1781561577.903,hb,
378935.355,1781561637.931,hb,
378995.387,1781561697.959,hb,
379055.418,1781561757.986,hb,
379115.452,1781561818.015,hb,
379175.481,1781561878.040,hb,
379235.514,1781561938.069,hb,
379295.548,1781561998.099,hb,
379355.580,1781562058.127,hb,
379415.611,1781562118.154,hb,
379475.645,1781562178.185,hb,
379535.676,1781562238.212,hb,
379595.707,1781562298.240,hb,
379655.737,1781562358.268,hb,
379715.769,1781562418.296,hb,
379775.803,1781562478.327,hb,
379835.835,1781562538.356,hb,
379895.868,1781562598.386,hb,
379955.897,1781562658.411,hb,
380015.929,1781562718.440,hb,
380075.961,1781562778.469,hb,
380135.994,1781562838.498,hb,
380196.024,1781562898.524,hb,
380256.056,1781562958.552,hb,
380316.093,1781563018.585,hb,
380376.124,1781563078.612,hb,
380436.155,1781563138.639,hb,
380496.187,1781563198.668,hb,
380556.219,1781563258.697,hb,
380616.250,1781563318.724,hb,
380676.284,1781563378.754,hb,
380736.315,1781563438.782,hb,
380796.347,1781563498.810,hb,
380856.379,1781563558.838,hb,
380916.414,1781563618.868,hb,
380976.444,1781563678.894,hb,
381036.473,1781563738.918,hb,
381096.507,1781563798.948,hb,
381156.538,1781563858.975,hb,
381216.569,1781563919.002,hb,
381276.601,1781563979.030,hb,
381336.634,1781564039.060,hb,
381396.668,1781564099.091,hb,
381456.701,1781564159.120,hb,
381516.734,1781564219.150,hb,
381576.768,1781564279.180,hb,
381636.798,1781564339.207,hb,
381696.829,1781564399.236,hb,
381756.844,1781564459.247,hb,
381816.857,1781564519.257,hb,
381876.889,1781564579.284,hb,
381936.921,1781564639.311,hb,
381996.954,1781564699.339,hb,
382056.987,1781564759.368,hb,
382117.017,1781564819.394,hb,
382177.048,1781564879.425,hb,
382237.081,1781564939.455,hb,
382297.112,1781564999.483,hb,
382357.144,1781565059.512,hb,
382417.180,1781565119.544,hb,
382477.212,1781565179.573,hb,
