raw_s,wall_s,kind,wall_elapsed_ms,raw_elapsed_ms
373592.584,1781556295.484,hb,,
373652.654,1781556355.550,hb,,
373712.725,1781556415.617,hb,,
373772.795,1781556475.682,hb,,
373832.860,1781556535.745,hb,,
373892.929,1781556595.810,hb,,
373952.997,1781556655.875,hb,,
374013.067,1781556715.940,hb,,
374073.133,1781556776.004,hb,,
374133.199,1781556836.068,hb,,
374193.268,1781556896.134,hb,,
374253.338,1781556956.200,hb,,
374313.406,1781557016.265,hb,,
374373.475,1781557076.331,hb,,
374433.544,1781557136.396,hb,,
374493.611,1781557196.459,hb,,
374553.679,1781557256.523,hb,,
374613.749,1781557316.590,hb,,
374673.816,1781557376.653,hb,,
374733.886,1781557436.718,hb,,
374793.956,1781557496.783,hb,,
374854.023,1781557556.846,hb,,
374914.092,1781557616.912,hb,,
374974.162,1781557676.979,hb,,
375034.232,1781557737.045,hb,,
375094.300,1781557797.109,hb,,
375154.366,1781557857.172,hb,,
375214.435,1781557917.237,hb,,
375274.505,1781557977.303,hb,,
375334.575,1781558037.369,hb,,
375394.644,1781558097.434,hb,,
375454.712,1781558157.499,hb,,
375514.781,1781558217.565,hb,,
375574.850,1781558277.631,hb,,
375634.920,1781558337.697,hb,,
375694.990,1781558397.764,hb,,
375755.058,1781558457.827,hb,,
375815.127,1781558517.893,hb,,
375875.196,1781558577.959,hb,,
375935.264,1781558638.023,hb,,
375995.333,1781558698.088,hb,,
376055.401,1781558758.153,hb,,
376115.468,1781558818.216,hb,,
376175.536,1781558878.280,hb,,
376235.601,1781558938.342,hb,,
376295.670,1781558998.407,hb,,
376355.739,1781559058.473,hb,,
376415.808,1781559118.536,hb,,
376475.877,1781559178.602,hb,,
376535.946,1781559238.666,hb,,
376596.014,1781559298.730,hb,,
376656.082,1781559358.794,hb,,
376716.150,1781559418.858,hb,,
376776.219,1781559478.922,hb,,
376836.286,1781559538.987,hb,,
376896.350,1781559599.049,hb,,
376956.417,1781559659.114,hb,,
377016.485,1781559719.179,hb,,
377076.553,1781559779.243,hb,,
377136.622,1781559839.308,hb,,
377196.688,1781559899.370,hb,,
377256.756,1781559959.434,hb,,
377316.825,1781560019.499,hb,,
377376.891,1781560079.562,hb,,
377436.959,1781560139.626,hb,,
377497.028,1781560199.691,hb,,
377557.098,1781560259.758,hb,,
377617.167,1781560319.823,hb,,
377677.239,1781560379.889,hb,,
377737.309,1781560439.955,hb,,
377797.377,1781560500.019,hb,,
377857.445,1781560560.083,hb,,
377917.515,1781560620.149,hb,,
377977.583,1781560680.213,hb,,
378037.653,1781560740.279,hb,,
378097.724,1781560800.345,hb,,
378157.791,1781560860.409,hb,,
378217.860,1781560920.474,hb,,
378277.930,1781560980.540,hb,,
378338.001,1781561040.607,hb,,
378398.070,1781561100.672,hb,,
378458.138,1781561160.736,hb,,
378518.203,1781561220.799,hb,,
378578.269,1781561280.864,hb,,
378638.336,1781561340.928,hb,,
378698.404,1781561400.993,hb,,
378758.472,1781561461.058,hb,,
378818.542,1781561521.124,hb,,
378878.609,1781561581.188,hb,,
378938.679,1781561641.254,hb,,
378998.748,1781561701.320,hb,,
379058.818,1781561761.386,hb,,
379118.888,1781561821.451,hb,,
379178.956,1781561881.514,hb,,
379239.024,1781561941.579,hb,,
379299.094,1781562001.645,hb,,
379359.161,1781562061.708,hb,,
379419.230,1781562121.773,hb,,
379479.298,1781562181.837,hb,,
379539.367,1781562241.903,hb,,
379599.435,1781562301.967,hb,,
379659.499,1781562362.029,hb,,
379719.567,1781562422.095,hb,,
379779.635,1781562482.160,hb,,
379839.705,1781562542.225,hb,,
379899.774,1781562602.291,hb,,
379959.843,1781562662.357,hb,,
380019.911,1781562722.422,hb,,
380079.980,1781562782.487,hb,,
380140.049,1781562842.553,hb,,
380200.120,1781562902.619,hb,,
380260.189,1781562962.685,hb,,
380320.257,1781563022.749,hb,,
380380.327,1781563082.815,hb,,
380440.396,1781563142.881,hb,,
380500.466,1781563202.947,hb,,
380560.535,1781563263.012,hb,,
380620.602,1781563323.076,hb,,
380680.669,1781563383.139,hb,,
380740.738,1781563443.205,hb,,
380800.807,1781563503.270,hb,,
380860.878,1781563563.336,hb,,
380920.947,1781563623.400,hb,,
380981.016,1781563683.465,hb,,
381041.085,1781563743.530,hb,,
381101.156,1781563803.596,hb,,
381161.221,1781563863.658,hb,,
381221.288,1781563923.721,hb,,
381281.358,1781563983.787,hb,,
381341.426,1781564043.852,hb,,
381401.493,1781564103.915,hb,,
381461.562,1781564163.981,hb,,
381521.630,1781564224.045,hb,,
381581.698,1781564284.110,hb,,
381641.765,1781564344.174,hb,,
381701.833,1781564404.239,hb,,
381761.900,1781564464.302,hb,,
381821.965,1781564524.364,hb,,
381882.034,1781564584.428,hb,,
381942.103,1781564644.492,hb,,
382002.170,1781564704.555,hb,,
382062.240,1781564764.620,hb,,
382122.309,1781564824.686,hb,,
382182.373,1781564884.749,hb,,
382242.440,1781564944.813,hb,,
382302.508,1781565004.879,hb,,
382362.577,1781565064.945,hb,,
382422.645,1781565125.009,hb,,
382482.713,1781565185.073,hb,,
