raw_s,wall_s,kind,wall_elapsed_ms,raw_elapsed_ms
391670.495,1781574372.292,hb,,
391730.586,1781574432.356,hb,,
391790.663,1781574492.422,hb,,
391850.710,1781574552.488,hb,,
391910.770,1781574612.555,hb,,
391970.832,1781574672.618,hb,,
392030.896,1781574732.680,hb,,
392090.962,1781574792.743,hb,,
392151.027,1781574852.806,hb,,
392211.094,1781574912.869,hb,,
392271.159,1781574972.930,hb,,
392331.225,1781575032.994,hb,,
392391.293,1781575093.058,hb,,
392451.362,1781575153.123,hb,,
392511.429,1781575213.187,hb,,
392571.498,1781575273.251,hb,,
392631.569,1781575333.312,hb,,
392691.644,1781575393.378,hb,,
392751.718,1781575453.444,hb,,
392811.789,1781575513.508,hb,,
392871.861,1781575573.573,hb,,
392931.933,1781575633.639,hb,,
392992.003,1781575693.703,hb,,
393052.074,1781575753.769,hb,,
393112.144,1781575813.833,hb,,
393172.213,1781575873.897,hb,,
393232.282,1781575933.961,hb,,
393292.352,1781575994.026,hb,,
393352.421,1781576054.090,hb,,
393412.492,1781576114.157,hb,,
393472.564,1781576174.224,hb,,
393532.635,1781576234.290,hb,,
393592.704,1781576294.355,hb,,
393652.771,1781576354.419,hb,,
393712.839,1781576414.483,hb,,
393772.905,1781576474.545,hb,,
393832.972,1781576534.608,hb,,
393893.043,1781576594.675,hb,,
393953.110,1781576654.739,hb,,
394013.174,1781576714.799,hb,,
394073.244,1781576774.864,hb,,
394133.311,1781576834.928,hb,,
394193.379,1781576894.992,hb,,
394253.448,1781576955.057,hb,,
394313.516,1781577015.121,hb,,
394373.586,1781577075.187,hb,,
394433.656,1781577135.252,hb,,
394493.725,1781577195.318,hb,,
394553.795,1781577255.383,hb,,
394613.864,1781577315.448,hb,,
394673.934,1781577375.514,hb,,
394734.003,1781577435.578,hb,,
394794.071,1781577495.642,hb,,
394854.141,1781577555.708,hb,,
394914.211,1781577615.774,hb,,
394974.280,1781577675.838,hb,,
395034.348,1781577735.902,hb,,
395094.418,1781577795.968,hb,,
395154.486,1781577856.031,hb,,
395214.552,1781577916.093,hb,,
395274.617,1781577976.154,hb,,
395334.684,1781578036.217,hb,,
395394.751,1781578096.280,hb,,
395454.821,1781578156.345,hb,,
395514.890,1781578216.410,hb,,
395574.957,1781578276.473,hb,,
395635.024,1781578336.536,hb,,
395695.091,1781578396.598,hb,,
395755.160,1781578456.662,hb,,
395815.227,1781578516.726,hb,,
395875.296,1781578576.790,hb,,
395935.362,1781578636.852,hb,,
395995.431,1781578696.917,hb,,
396055.500,1781578756.981,hb,,
396115.566,1781578817.043,hb,,
396175.634,1781578877.107,hb,,
396235.701,1781578937.170,hb,,
396295.769,1781578997.234,hb,,
396355.839,1781579057.299,hb,,
396415.907,1781579117.363,hb,,
396475.976,1781579177.427,hb,,
396536.046,1781579237.493,hb,,
396596.116,1781579297.559,hb,,
396656.187,1781579357.625,hb,,
396716.256,1781579417.690,hb,,
396776.326,1781579477.756,hb,,
396836.394,1781579537.820,hb,,
396896.462,1781579597.884,hb,,
396956.530,1781579657.947,hb,,
397016.598,1781579718.010,hb,,
397076.668,1781579778.076,hb,,
397136.736,1781579838.140,hb,,
397196.806,1781579898.205,hb,,
397256.875,1781579958.271,hb,,
397316.945,1781580018.335,hb,,
397377.013,1781580078.399,hb,,
397437.083,1781580138.465,hb,,
397497.153,1781580198.530,hb,,
397557.222,1781580258.596,hb,,
397617.292,1781580318.661,hb,,
397677.360,1781580378.725,hb,,
397737.419,1781580438.789,hb,,
397797.479,1781580498.857,hb,,
397857.538,1781580558.921,hb,,
397917.598,1781580618.986,hb,,
397977.661,1781580679.052,hb,,
398037.720,1781580739.115,hb,,
398097.784,1781580799.181,hb,,
398157.847,1781580859.246,hb,,
398217.911,1781580919.311,hb,,
398277.974,1781580979.376,hb,,
398338.038,1781581039.440,hb,,
398398.100,1781581099.503,hb,,
398458.164,1781581159.567,hb,,
398518.227,1781581219.629,hb,,
398578.292,1781581279.693,hb,,
398638.357,1781581339.758,hb,,
398698.421,1781581399.821,hb,,
398758.484,1781581459.883,hb,,
398818.550,1781581519.947,hb,,
398878.617,1781581580.013,hb,,
398938.682,1781581640.076,hb,,
398998.746,1781581700.138,hb,,
399058.814,1781581760.204,hb,,
399118.882,1781581820.270,hb,,
399178.946,1781581880.332,hb,,
399239.013,1781581940.397,hb,,
399299.079,1781582000.462,hb,,
399359.144,1781582060.524,hb,,
399419.213,1781582120.591,hb,,
399479.280,1781582180.655,hb,,
399539.346,1781582240.720,hb,,
399599.415,1781582300.786,hb,,
399659.481,1781582360.849,hb,,
399719.548,1781582420.914,hb,,
399779.621,1781582480.978,hb,,
399839.696,1781582541.041,hb,,
399899.771,1781582601.106,hb,,
399959.846,1781582661.172,hb,,
400019.922,1781582721.238,hb,,
400079.994,1781582781.302,hb,,
400140.068,1781582841.368,hb,,
400200.136,1781582901.429,hb,,
400260.208,1781582961.494,hb,,
400320.281,1781583021.560,hb,,
400380.351,1781583081.624,hb,,
400440.422,1781583141.689,hb,,
400500.493,1781583201.753,hb,,
400560.562,1781583261.817,hb,,
