raw_s,wall_s,kind,jump_ms
400677.489,1781583378.736,hb,
400737.524,1781583438.762,hb,
400797.554,1781583498.787,hb,
400857.529,1781583558.815,hb,
400917.540,1781583618.844,hb,
400977.559,1781583678.874,hb,
401037.660,1781583738.891,hb,
401097.715,1781583798.914,hb,
401157.756,1781583858.930,hb,
401217.788,1781583918.954,hb,
401277.819,1781583978.983,hb,
401337.859,1781584039.010,hb,
401397.903,1781584099.035,hb,
401457.927,1781584159.062,hb,
401517.908,1781584219.095,hb,
401577.922,1781584279.125,hb,
401637.951,1781584339.156,hb,
401697.979,1781584399.181,hb,
401758.007,1781584459.199,hb,
401818.035,1781584519.217,hb,
401878.059,1781584579.232,hb,
401938.092,1781584639.258,hb,
401998.125,1781584699.283,hb,
402058.160,1781584759.310,hb,
402118.195,1781584819.337,hb,
402178.225,1781584879.359,hb,
402238.242,1781584939.387,hb,
402298.250,1781584999.425,hb,
402358.272,1781585059.466,hb,
402418.296,1781585119.500,hb,
402478.321,1781585179.531,hb,
402538.350,1781585239.563,hb,
402598.378,1781585299.592,hb,
402658.407,1781585359.621,hb,
402718.436,1781585419.650,hb,
402778.477,1781585479.663,hb,
402838.519,1781585539.681,hb,
402898.555,1781585599.701,hb,
402958.592,1781585659.725,hb,
403018.628,1781585719.750,hb,
403078.659,1781585779.773,hb,
403138.693,1781585839.799,hb,
403198.724,1781585899.824,hb,
403258.756,1781585959.850,hb,
403318.782,1781586019.872,hb,
403378.805,1781586079.890,hb,
403438.837,1781586139.917,hb,
403498.869,1781586199.945,hb,
403558.903,1781586259.973,hb,
403618.936,1781586320.001,hb,
403678.967,1781586380.027,hb,
403738.998,1781586440.054,hb,
403799.030,1781586500.080,hb,
403859.059,1781586560.104,hb,
403919.093,1781586620.132,hb,
403979.127,1781586680.160,hb,
404039.158,1781586740.185,hb,
404099.190,1781586800.212,hb,
404159.218,1781586860.235,hb,
404219.251,1781586920.262,hb,
404279.282,1781586980.289,hb,
404339.312,1781587040.319,hb,
404399.340,1781587100.346,hb,
404459.368,1781587160.373,hb,
404519.401,1781587220.405,hb,
404579.430,1781587280.432,hb,
404639.459,1781587340.459,hb,
404699.491,1781587400.488,hb,
404759.521,1781587460.515,hb,
404819.551,1781587520.542,hb,
404879.581,1781587580.569,hb,
404939.615,1781587640.599,hb,
404999.645,1781587700.626,hb,
405059.675,1781587760.652,hb,
405119.710,1781587820.683,hb,
405179.740,1781587880.709,hb,
405239.771,1781587940.736,hb,
405299.803,1781588000.764,hb,
405359.837,1781588060.793,hb,
405419.867,1781588120.819,hb,
405479.900,1781588180.848,hb,
405539.931,1781588240.875,hb,
405599.963,1781588300.902,hb,
405659.994,1781588360.928,hb,
405720.022,1781588420.952,hb,
405780.053,1781588480.978,hb,
405840.085,1781588541.005,hb,
405900.117,1781588601.033,hb,
405960.149,1781588661.060,hb,
406020.182,1781588721.089,hb,
406080.214,1781588781.115,hb,
406140.244,1781588841.141,hb,
406200.272,1781588901.164,hb,
406260.305,1781588961.192,hb,
406320.337,1781589021.218,hb,
406380.373,1781589081.242,hb,
406440.410,1781589141.266,hb,
406500.445,1781589201.291,hb,
406560.478,1781589261.313,hb,
406620.515,1781589321.340,hb,
406680.548,1781589381.363,hb,
406740.582,1781589441.388,hb,
406800.614,1781589501.412,hb,
406860.645,1781589561.434,hb,
406920.678,1781589621.459,hb,
406980.709,1781589681.482,hb,
407040.743,1781589741.508,hb,
407100.775,1781589801.532,hb,
407160.806,1781589861.557,hb,
407220.839,1781589921.582,hb,
407280.869,1781589981.605,hb,
407340.899,1781590041.629,hb,
407400.932,1781590101.654,hb,
407460.962,1781590161.678,hb,
407520.992,1781590221.701,hb,
407581.022,1781590281.725,hb,
407641.054,1781590341.751,hb,
407701.084,1781590401.774,hb,
407761.115,1781590461.799,hb,
407821.147,1781590521.824,hb,
407881.179,1781590581.850,hb,
407941.211,1781590641.877,hb,
408001.241,1781590701.900,hb,
408061.272,1781590761.925,hb,
408121.303,1781590821.950,hb,
408181.338,1781590881.979,hb,
408241.365,1781590942.000,hb,
408301.395,1781591002.024,hb,
408361.427,1781591062.050,hb,
408421.456,1781591122.074,hb,
408481.488,1781591182.100,hb,
408541.520,1781591242.125,hb,
408601.551,1781591302.151,hb,
408661.581,1781591362.175,hb,
408721.610,1781591422.198,hb,
408781.640,1781591482.222,hb,
408841.671,1781591542.247,hb,
408901.704,1781591602.274,hb,
408961.736,1781591662.300,hb,
409021.767,1781591722.325,hb,
409081.804,1781591782.356,hb,
409141.836,1781591842.382,hb,
409201.866,1781591902.406,hb,
409261.897,1781591962.431,hb,
409321.929,1781592022.458,hb,
409381.959,1781592082.482,hb,
409441.989,1781592142.506,hb,
409502.018,1781592202.529,hb,
409562.045,1781592262.550,hb,
