raw_s,wall_s,offset_ms,delay_ms,err
12477.062,1781195202.441,-399.210,0.351,
12478.063,1781195203.442,-399.272,0.386,
12479.063,1781195204.442,-399.327,0.339,
12480.086,1781195205.442,-376.509,0.302,
12481.135,1781195206.441,-326.953,0.370,
12482.178,1781195207.442,-283.761,0.255,
12483.216,1781195208.442,-246.184,0.346,
12484.249,1781195209.442,-213.430,0.334,
12485.277,1781195210.442,-185.047,0.306,
12486.301,1781195211.441,-160.316,0.314,
12487.324,1781195212.441,-138.719,0.321,
12488.342,1781195213.441,-119.853,0.318,
12489.360,1781195214.442,-103.378,0.367,
12490.374,1781195215.442,-88.982,0.358,
12491.387,1781195216.442,-76.400,0.355,
12492.397,1781195217.441,-65.428,0.322,
12493.407,1781195218.441,-55.882,0.335,
12494.415,1781195219.441,-47.558,0.315,
12495.423,1781195220.442,-40.264,0.362,
12496.429,1781195221.442,-33.917,0.303,
12497.434,1781195222.441,-28.376,0.339,
12498.439,1781195223.441,-23.483,0.356,
12499.444,1781195224.441,-19.272,0.288,
12500.447,1781195225.441,-15.566,0.359,
12501.451,1781195226.441,-12.360,0.297,
12502.454,1781195227.441,-9.557,0.327,
12503.456,1781195228.441,-7.091,0.365,
12504.459,1781195229.442,-4.969,0.326,
12505.461,1781195230.442,-3.078,0.372,
12506.462,1781195231.442,-1.480,0.320,
12507.464,1781195232.442,-0.053,0.361,
12508.465,1781195233.442,1.138,0.365,
12509.466,1781195234.442,2.234,0.305,
12510.467,1781195235.442,3.162,0.260,
12511.468,1781195236.442,3.934,0.339,
12512.468,1781195237.442,4.241,0.339,
12513.468,1781195238.442,3.886,0.349,
12514.468,1781195239.442,3.522,0.280,
12515.468,1781195240.442,3.244,0.351,
12516.467,1781195241.442,2.966,0.323,
12517.467,1781195242.442,2.671,0.330,
12518.467,1781195243.442,2.426,0.311,
12519.467,1781195244.442,2.183,0.242,
12520.467,1781195245.442,1.928,0.396,
12521.466,1781195246.442,1.680,0.339,
12522.466,1781195247.442,1.447,0.323,
12523.466,1781195248.442,1.254,0.313,
12524.466,1781195249.442,1.018,0.315,
12525.466,1781195250.442,0.809,0.298,
12526.466,1781195251.442,0.651,0.368,
12527.466,1781195252.442,0.437,0.345,
12528.465,1781195253.442,0.241,0.341,
12529.465,1781195254.442,0.067,0.333,
12530.465,1781195255.442,-0.096,0.338,
12531.465,1781195256.442,-0.293,0.360,
12532.465,1781195257.442,-0.430,0.339,
12533.465,1781195258.442,-0.609,0.355,
12534.465,1781195259.442,-0.692,0.329,
12535.465,1781195260.442,-0.874,0.360,
12536.465,1781195261.442,-1.042,0.314,
12537.465,1781195262.442,-1.187,0.325,
12538.465,1781195263.442,-1.342,0.356,
12539.464,1781195264.442,-1.471,0.309,
12540.464,1781195265.442,-1.603,0.324,
12541.464,1781195266.442,-1.744,0.358,
12542.464,1781195267.442,-1.854,0.335,
12543.464,1781195268.442,-1.990,0.322,
12544.464,1781195269.442,-2.115,0.332,
12545.464,1781195270.442,-2.218,0.358,
12546.464,1781195271.442,-2.352,0.318,
12547.464,1781195272.442,-2.459,0.294,
12548.464,1781195273.442,-2.593,0.337,
12549.464,1781195274.442,-2.709,0.328,
12550.464,1781195275.442,-2.806,0.369,
12551.464,1781195276.442,-2.914,0.360,
12552.464,1781195277.442,-3.027,0.375,
12553.464,1781195278.442,-3.129,0.266,
12554.464,1781195279.442,-3.270,0.340,
