raw_s,wall_s,kind,wall_elapsed_ms,raw_elapsed_ms
337554.439,1781520259.545,hb,,
337614.436,1781520319.614,hb,,
337674.547,1781520379.678,hb,,
337734.709,1781520439.735,hb,,
337794.687,1781520499.805,hb,,
337854.768,1781520559.869,hb,,
337914.819,1781520619.933,hb,,
337974.956,1781520679.992,hb,,
338035.125,1781520740.057,hb,,
338095.227,1781520800.116,hb,,
338155.163,1781520860.193,hb,,
338215.156,1781520920.263,hb,,
338275.161,1781520980.327,hb,,
338335.189,1781521040.394,hb,,
338395.495,1781521100.455,hb,,
338455.603,1781521160.513,hb,,
338515.550,1781521220.592,hb,,
338575.582,1781521280.665,hb,,
338635.617,1781521340.729,hb,,
338695.684,1781521400.795,hb,,
338755.744,1781521460.862,hb,,
338815.796,1781521520.930,hb,,
338875.845,1781521580.998,hb,,
338935.891,1781521641.065,hb,,
338995.936,1781521701.132,hb,,
339055.981,1781521761.198,hb,,
339116.252,1781521821.258,hb,,
339176.322,1781521881.322,hb,,
339236.327,1781521941.395,hb,,
339296.373,1781522001.466,hb,,
339356.463,1781522061.533,hb,,
339416.649,1781522121.593,hb,,
339476.733,1781522181.658,hb,,
339536.694,1781522241.726,hb,,
339596.760,1781522301.791,hb,,
339656.822,1781522361.857,hb,,
339716.885,1781522421.923,hb,,
339777.033,1781522481.982,hb,,
339837.119,1781522542.045,hb,,
339897.178,1781522602.111,hb,,
339957.244,1781522662.176,hb,,
340017.313,1781522722.241,hb,,
340077.384,1781522782.305,hb,,
340137.458,1781522842.371,hb,,
340197.531,1781522902.436,hb,,
340257.543,1781522962.507,hb,,
340317.565,1781523022.575,hb,,
340377.654,1781523082.637,hb,,
340437.752,1781523142.697,hb,,
340497.790,1781523202.764,hb,,
340557.786,1781523262.836,hb,,
340617.830,1781523322.905,hb,,
340677.893,1781523382.969,hb,,
340737.947,1781523443.033,hb,,
340797.999,1781523503.100,hb,,
340858.050,1781523563.166,hb,,
340918.102,1781523623.234,hb,,
340978.152,1781523683.299,hb,,
341038.202,1781523743.365,hb,,
341098.550,1781523803.428,hb,,
341158.676,1781523863.490,hb,,
341218.789,1781523923.551,hb,,
341278.881,1781523983.613,hb,,
341338.974,1781524043.676,hb,,
341398.813,1781524103.747,hb,,
341458.836,1781524163.816,hb,,
341518.885,1781524223.884,hb,,
341578.923,1781524283.948,hb,,
341639.186,1781524344.005,hb,,
341699.314,1781524404.064,hb,,
341759.417,1781524464.126,hb,,
341819.398,1781524524.192,hb,,
341879.397,1781524584.260,hb,,
341939.419,1781524644.333,hb,,
341999.450,1781524704.403,hb,,
342059.577,1781524764.463,hb,,
342119.691,1781524824.524,hb,,
342179.802,1781524884.587,hb,,
342239.919,1781524944.649,hb,,
342299.910,1781525004.714,hb,,
342359.881,1781525064.780,hb,,
342419.987,1781525124.843,hb,,
342480.169,1781525184.904,hb,,
342540.268,1781525244.965,hb,,
342600.362,1781525305.028,hb,,
342660.328,1781525365.098,hb,,
342720.369,1781525425.165,hb,,
342780.523,1781525485.223,hb,,
342840.633,1781525545.283,hb,,
342900.640,1781525605.347,hb,,
342960.673,1781525665.413,hb,,
343020.718,1781525725.475,hb,,
343080.766,1781525785.541,hb,,
343140.819,1781525845.605,hb,,
343200.877,1781525905.670,hb,,
343260.950,1781525965.737,hb,,
343321.062,1781526025.803,hb,,
343381.146,1781526085.867,hb,,
343441.222,1781526145.932,hb,,
343501.294,1781526205.998,hb,,
343561.363,1781526266.062,hb,,
343621.432,1781526326.126,hb,,
343681.505,1781526386.189,hb,,
343741.578,1781526446.255,hb,,
343801.647,1781526506.317,hb,,
343861.718,1781526566.382,hb,,
343921.789,1781526626.448,hb,,
343981.860,1781526686.514,hb,,
344041.931,1781526746.579,hb,,
344101.998,1781526806.641,hb,,
344162.009,1781526866.705,hb,,
344222.150,1781526926.768,hb,,
344282.172,1781526986.839,hb,,
344342.117,1781527046.910,hb,,
344402.137,1781527106.978,hb,,
344462.298,1781527167.037,hb,,
344522.339,1781527227.103,hb,,
344582.440,1781527287.169,hb,,
344642.612,1781527347.234,hb,,
344702.733,1781527407.298,hb,,
344762.658,1781527467.368,hb,,
344822.665,1781527527.439,hb,,
344882.697,1781527587.507,hb,,
344942.780,1781527647.569,hb,,
345002.835,1781527707.633,hb,,
345062.935,1781527767.694,hb,,
345123.011,1781527827.759,hb,,
345183.084,1781527887.824,hb,,
345243.154,1781527947.886,hb,,
345303.220,1781528007.949,hb,,
345363.285,1781528068.014,hb,,
345423.348,1781528128.077,hb,,
345483.412,1781528188.141,hb,,
345543.508,1781528248.205,hb,,
345603.680,1781528308.264,hb,,
345663.786,1781528368.328,hb,,
345723.859,1781528428.393,hb,,
345783.939,1781528488.454,hb,,
345844.026,1781528548.518,hb,,
345904.118,1781528608.585,hb,,
345964.186,1781528668.649,hb,,
346024.261,1781528728.713,hb,,
346084.342,1781528788.778,hb,,
346144.425,1781528848.841,hb,,
346204.464,1781528908.909,hb,,
346264.490,1781528968.974,hb,,
346324.544,1781529029.040,hb,,
346384.609,1781529089.104,hb,,
346444.654,1781529149.169,hb,,
