raw_s,wall_s,kind,jump_ms
337554.398,1781520259.504,hb,
337614.388,1781520319.565,hb,
337674.459,1781520379.589,hb,
337734.575,1781520439.602,hb,
337780.096,1781520485.075,jump,1.282
337780.195,1781520485.176,jump,1.990
337780.294,1781520485.277,jump,1.983
337780.393,1781520485.378,jump,1.973
337780.491,1781520485.478,jump,1.974
337780.590,1781520485.579,jump,1.967
337780.689,1781520485.680,jump,1.988
337780.788,1781520485.781,jump,1.983
337780.887,1781520485.882,jump,1.976
337780.985,1781520485.982,jump,1.972
337781.084,1781520486.083,jump,1.780
337781.183,1781520486.184,jump,1.746
337781.282,1781520486.285,jump,1.741
337781.381,1781520486.385,jump,1.739
337781.480,1781520486.486,jump,1.734
337781.578,1781520486.586,jump,1.731
337781.677,1781520486.687,jump,1.739
337781.776,1781520486.787,jump,1.741
337781.875,1781520486.888,jump,1.731
337781.974,1781520486.988,jump,1.733
337782.072,1781520487.088,jump,1.563
337782.172,1781520487.189,jump,1.534
337782.271,1781520487.290,jump,1.531
337782.370,1781520487.391,jump,1.530
337782.469,1781520487.491,jump,1.524
337782.567,1781520487.591,jump,1.523
337782.668,1781520487.693,jump,1.547
337782.766,1781520487.793,jump,1.526
337782.866,1781520487.895,jump,1.545
337782.967,1781520487.996,jump,1.547
337783.067,1781520488.098,jump,1.386
337783.167,1781520488.200,jump,1.361
337783.267,1781520488.301,jump,1.362
337783.368,1781520488.403,jump,1.359
337783.467,1781520488.503,jump,1.344
337783.566,1781520488.604,jump,1.351
337783.666,1781520488.706,jump,1.360
337783.767,1781520488.807,jump,1.360
337783.866,1781520488.908,jump,1.350
337783.966,1781520489.010,jump,1.355
337784.066,1781520489.111,jump,1.191
337784.166,1781520489.212,jump,1.196
337784.266,1781520489.313,jump,1.188
337784.365,1781520489.413,jump,1.185
337784.464,1781520489.514,jump,1.187
337784.564,1781520489.614,jump,1.184
337784.663,1781520489.714,jump,1.182
337784.762,1781520489.815,jump,1.184
337784.861,1781520489.915,jump,1.187
337784.961,1781520490.016,jump,1.169
337785.060,1781520490.116,jump,1.042
337785.159,1781520490.216,jump,1.044
