raw_s,wall_s,kind,jump_ms
68021.965,1781250743.546,hb,
68081.997,1781250803.575,hb,
68142.030,1781250863.604,hb,
68202.063,1781250923.633,hb,
68262.093,1781250983.659,hb,
68322.122,1781251043.684,hb,
68382.156,1781251103.714,hb,
68442.191,1781251163.745,hb,
68502.225,1781251223.776,hb,
68562.256,1781251283.803,hb,
68622.290,1781251343.834,hb,
68682.323,1781251403.863,hb,
68742.358,1781251463.894,hb,
68802.390,1781251523.923,hb,
68862.424,1781251583.953,hb,
68922.455,1781251643.981,hb,
68982.488,1781251704.010,hb,
69042.520,1781251764.038,hb,
69102.550,1781251824.064,hb,
69162.569,1781251884.080,hb,
69222.586,1781251944.093,hb,
69282.602,1781252004.106,hb,
69342.619,1781252064.119,hb,
69402.636,1781252124.132,hb,
69462.652,1781252184.145,hb,
69522.669,1781252244.158,hb,
69582.686,1781252304.171,hb,
69642.701,1781252364.182,hb,
69702.719,1781252424.197,hb,
69762.736,1781252484.211,hb,
69822.754,1781252544.225,hb,
69882.771,1781252604.238,hb,
69942.786,1781252664.249,hb,
70002.804,1781252724.263,hb,
70062.821,1781252784.276,hb,
70122.839,1781252844.291,hb,
70182.856,1781252904.305,hb,
70242.873,1781252964.318,hb,
70302.891,1781253024.333,hb,
70362.920,1781253084.357,hb,
70422.953,1781253144.387,hb,
