raw_s,wall_s,kind,wall_elapsed_ms,raw_elapsed_ms
281705.830,1781464414.340,hb,,
281765.880,1781464474.407,hb,,
281825.942,1781464534.473,hb,,
281886.010,1781464594.536,hb,,
281946.078,1781464654.601,hb,,
282006.144,1781464714.667,hb,,
282066.208,1781464774.730,hb,,
282126.279,1781464834.793,hb,,
282186.350,1781464894.857,hb,,
282246.419,1781464954.921,hb,,
282306.486,1781465014.986,hb,,
282366.556,1781465075.051,hb,,
282426.627,1781465135.116,hb,,
282486.697,1781465195.182,hb,,
282546.765,1781465255.246,hb,,
282606.832,1781465315.310,hb,,
282666.903,1781465375.376,hb,,
282726.973,1781465435.442,hb,,
282787.041,1781465495.506,hb,,
282847.110,1781465555.572,hb,,
282907.180,1781465615.637,hb,,
282967.249,1781465675.702,hb,,
283027.319,1781465735.769,hb,,
283087.387,1781465795.833,hb,,
283147.457,1781465855.899,hb,,
283207.525,1781465915.964,hb,,
283267.593,1781465976.028,hb,,
283327.662,1781466036.093,hb,,
283387.731,1781466096.158,hb,,
283447.800,1781466156.223,hb,,
283507.868,1781466216.288,hb,,
283567.935,1781466276.351,hb,,
283628.004,1781466336.417,hb,,
283688.072,1781466396.481,hb,,
283748.140,1781466456.545,hb,,
283808.209,1781466516.610,hb,,
283868.277,1781466576.674,hb,,
283928.346,1781466636.740,hb,,
283988.416,1781466696.806,hb,,
284048.484,1781466756.871,hb,,
284108.553,1781466816.936,hb,,
284168.623,1781466877.002,hb,,
284228.691,1781466937.066,hb,,
284288.757,1781466997.129,hb,,
284348.825,1781467057.193,hb,,
284408.893,1781467117.258,hb,,
284468.963,1781467177.324,hb,,
284529.032,1781467237.389,hb,,
284589.100,1781467297.454,hb,,
284649.168,1781467357.518,hb,,
284709.237,1781467417.583,hb,,
284769.307,1781467477.649,hb,,
284829.375,1781467537.714,hb,,
284889.443,1781467597.778,hb,,
284949.511,1781467657.842,hb,,
285009.579,1781467717.907,hb,,
285069.648,1781467777.973,hb,,
285129.716,1781467838.037,hb,,
285189.783,1781467898.100,hb,,
285249.853,1781467958.166,hb,,
285309.921,1781468018.231,hb,,
285369.989,1781468078.294,hb,,
285430.057,1781468138.359,hb,,
285490.126,1781468198.424,hb,,
285550.194,1781468258.489,hb,,
285610.263,1781468318.554,hb,,
285670.333,1781468378.621,hb,,
285730.403,1781468438.687,hb,,
285790.473,1781468498.753,hb,,
285850.542,1781468558.818,hb,,
285910.612,1781468618.885,hb,,
285970.680,1781468678.949,hb,,
286030.749,1781468739.014,hb,,
286090.818,1781468799.079,hb,,
286150.885,1781468859.143,hb,,
286210.955,1781468919.209,hb,,
286271.024,1781468979.274,hb,,
286331.092,1781469039.339,hb,,
286391.161,1781469099.405,hb,,
286451.231,1781469159.470,hb,,
286511.301,1781469219.537,hb,,
286571.370,1781469279.603,hb,,
286631.439,1781469339.668,hb,,
286691.509,1781469399.734,hb,,
286751.576,1781469459.798,hb,,
286811.646,1781469519.863,hb,,
286871.715,1781469579.929,hb,,
286931.783,1781469639.993,hb,,
286991.851,1781469700.058,hb,,
287051.920,1781469760.123,hb,,
287111.990,1781469820.189,hb,,
287172.059,1781469880.254,hb,,
287232.125,1781469940.317,hb,,
287292.190,1781470000.378,hb,,
287352.260,1781470060.444,hb,,
287412.329,1781470120.510,hb,,
287472.398,1781470180.575,hb,,
287532.467,1781470240.641,hb,,
287592.536,1781470300.706,hb,,
287652.606,1781470360.772,hb,,
287712.673,1781470420.835,hb,,
287772.740,1781470480.900,hb,,
287832.809,1781470540.965,hb,,
287892.877,1781470601.029,hb,,
287952.945,1781470661.093,hb,,
288013.013,1781470721.157,hb,,
288073.082,1781470781.222,hb,,
288133.151,1781470841.288,hb,,
288193.218,1781470901.352,hb,,
288253.286,1781470961.416,hb,,
288313.353,1781471021.479,hb,,
288373.421,1781471081.543,hb,,
288433.489,1781471141.607,hb,,
288493.558,1781471201.673,hb,,
288553.627,1781471261.739,hb,,
288613.696,1781471321.804,hb,,
288673.765,1781471381.869,hb,,
288733.833,1781471441.934,hb,,
288793.902,1781471501.998,hb,,
