raw_s,wall_s,kind,jump_ms
281705.793,1781464414.303,hb,
281765.810,1781464474.338,hb,
281825.835,1781464534.366,hb,
281885.864,1781464594.390,hb,
281945.894,1781464654.417,hb,
282005.922,1781464714.444,hb,
282065.950,1781464774.471,hb,
282125.981,1781464834.494,hb,
282186.012,1781464894.518,hb,
282246.042,1781464954.544,hb,
282306.070,1781465014.570,hb,
282366.099,1781465074.595,hb,
282426.133,1781465134.622,hb,
282486.163,1781465194.648,hb,
282546.195,1781465254.676,hb,
282606.227,1781465314.705,hb,
282666.258,1781465374.731,hb,
282726.291,1781465434.760,hb,
282786.324,1781465494.789,hb,
282846.356,1781465554.818,hb,
282906.390,1781465614.847,hb,
282966.424,1781465674.877,hb,
283026.456,1781465734.906,hb,
283086.489,1781465794.935,hb,
283146.521,1781465854.963,hb,
283206.552,1781465914.990,hb,
283266.581,1781465975.016,hb,
283326.612,1781466035.043,hb,
283386.644,1781466095.071,hb,
283446.678,1781466155.101,hb,
283506.710,1781466215.129,hb,
283566.744,1781466275.160,hb,
283626.776,1781466335.188,hb,
283686.808,1781466395.217,hb,
283746.840,1781466455.245,hb,
283806.873,1781466515.274,hb,
283866.905,1781466575.302,hb,
283926.934,1781466635.328,hb,
283986.964,1781466695.354,hb,
284046.996,1781466755.383,hb,
284107.026,1781466815.409,hb,
284167.058,1781466875.437,hb,
284227.089,1781466935.465,hb,
284287.121,1781466995.493,hb,
284347.152,1781467055.520,hb,
284407.183,1781467115.548,hb,
284467.212,1781467175.573,hb,
284527.245,1781467235.603,hb,
284587.277,1781467295.630,hb,
284647.307,1781467355.657,hb,
284707.339,1781467415.685,hb,
284767.373,1781467475.716,hb,
284827.403,1781467535.742,hb,
284887.435,1781467595.771,hb,
284947.471,1781467655.803,hb,
285007.501,1781467715.829,hb,
285067.531,1781467775.855,hb,
285127.563,1781467835.884,hb,
285187.594,1781467895.910,hb,
285247.625,1781467955.938,hb,
285307.657,1781468015.967,hb,
285367.690,1781468075.996,hb,
285427.721,1781468136.023,hb,
285487.752,1781468196.051,hb,
285547.784,1781468256.079,hb,
285607.814,1781468316.105,hb,
285667.844,1781468376.132,hb,
285727.875,1781468436.159,hb,
285787.905,1781468496.185,hb,
285847.935,1781468556.212,hb,
285907.965,1781468616.238,hb,
285967.995,1781468676.265,hb,
286028.026,1781468736.292,hb,
286088.059,1781468796.320,hb,
286148.090,1781468856.348,hb,
286208.120,1781468916.375,hb,
286268.151,1781468976.402,hb,
286328.185,1781469036.432,hb,
286388.215,1781469096.459,hb,
286448.244,1781469156.484,hb,
286508.275,1781469216.511,hb,
286568.305,1781469276.538,hb,
286628.337,1781469336.566,hb,
286688.368,1781469396.593,hb,
286748.397,1781469456.619,hb,
286808.427,1781469516.645,hb,
286868.458,1781469576.672,hb,
286928.487,1781469636.697,hb,
286988.515,1781469696.721,hb,
287048.545,1781469756.748,hb,
287108.580,1781469816.779,hb,
287168.610,1781469876.806,hb,
287228.642,1781469936.834,hb,
287288.676,1781469996.864,hb,
287348.707,1781470056.892,hb,
287408.738,1781470116.919,hb,
287468.768,1781470176.946,hb,
287528.799,1781470236.973,hb,
287588.829,1781470296.999,hb,
287648.859,1781470357.025,hb,
287708.890,1781470417.053,hb,
287768.924,1781470477.083,hb,
287828.955,1781470537.111,hb,
287888.986,1781470597.138,hb,
287949.014,1781470657.162,hb,
288009.045,1781470717.190,hb,
288069.075,1781470777.216,hb,
288129.096,1781470837.233,hb,
288189.124,1781470897.258,hb,
288249.155,1781470957.285,hb,
288309.183,1781471017.310,hb,
288369.213,1781471077.336,hb,
288429.244,1781471137.363,hb,
288489.272,1781471197.388,hb,
288549.303,1781471257.414,hb,
288609.333,1781471317.441,hb,
288669.363,1781471377.468,hb,
288729.392,1781471437.493,hb,
288789.422,1781471497.519,hb,
