raw_s,wall_s,kind,jump_ms
296119.542,1781478827.153,hb,
296179.519,1781478887.222,hb,
296239.553,1781478947.252,hb,
296299.578,1781479007.285,hb,
296359.613,1781479067.310,hb,
296419.642,1781479127.337,hb,
296479.668,1781479187.367,hb,
296539.694,1781479247.399,hb,
296599.736,1781479307.427,hb,
296659.776,1781479367.451,hb,
296719.811,1781479427.481,hb,
296779.843,1781479487.512,hb,
296839.876,1781479547.540,hb,
296899.909,1781479607.561,hb,
296959.944,1781479667.590,hb,
297019.976,1781479727.619,hb,
297080.009,1781479787.651,hb,
297140.042,1781479847.674,hb,
297200.072,1781479907.699,hb,
297260.104,1781479967.728,hb,
297320.137,1781480027.757,hb,
297380.167,1781480087.782,hb,
297440.198,1781480147.809,hb,
297500.231,1781480207.838,hb,
297560.261,1781480267.865,hb,
297620.292,1781480327.892,hb,
297680.322,1781480387.917,hb,
297740.354,1781480447.945,hb,
297800.383,1781480507.971,hb,
297860.415,1781480567.999,hb,
297920.444,1781480628.024,hb,
297980.476,1781480688.052,hb,
298040.508,1781480748.080,hb,
298100.539,1781480808.108,hb,
298160.573,1781480868.138,hb,
298220.603,1781480928.164,hb,
298280.635,1781480988.192,hb,
298340.664,1781481048.218,hb,
298400.694,1781481108.244,hb,
298460.727,1781481168.273,hb,
298520.758,1781481228.300,hb,
298580.785,1781481288.324,hb,
298640.815,1781481348.350,hb,
298700.845,1781481408.376,hb,
298760.876,1781481468.404,hb,
298820.907,1781481528.431,hb,
298880.938,1781481588.459,hb,
298940.953,1781481648.470,hb,
299000.966,1781481708.480,hb,
299060.984,1781481768.493,hb,
299120.997,1781481828.503,hb,
299181.015,1781481888.517,hb,
299241.046,1781481948.544,hb,
299301.075,1781482008.570,hb,
299361.106,1781482068.597,hb,
299421.132,1781482128.619,hb,
299481.160,1781482188.644,hb,
299541.190,1781482248.671,hb,
299601.222,1781482308.698,hb,
299661.253,1781482368.726,hb,
299721.284,1781482428.753,hb,
299781.313,1781482488.778,hb,
299841.340,1781482548.801,hb,
299901.371,1781482608.829,hb,
299961.403,1781482668.858,hb,
300021.433,1781482728.884,hb,
300081.460,1781482788.907,hb,
300141.493,1781482848.937,hb,
300201.523,1781482908.963,hb,
300261.556,1781482968.992,hb,
300321.587,1781483029.019,hb,
300381.618,1781483089.046,hb,
300441.648,1781483149.073,hb,
300501.677,1781483209.098,hb,
300561.710,1781483269.128,hb,
300621.741,1781483329.156,hb,
300681.772,1781483389.183,hb,
300741.804,1781483449.211,hb,
300801.835,1781483509.239,hb,
300861.866,1781483569.266,hb,
300921.896,1781483629.292,hb,
300981.929,1781483689.321,hb,
301041.963,1781483749.352,hb,
301101.995,1781483809.380,hb,
301162.027,1781483869.408,hb,
301222.060,1781483929.437,hb,
301282.093,1781483989.466,hb,
301342.125,1781484049.495,hb,
301402.157,1781484109.523,hb,
301462.187,1781484169.550,hb,
301522.219,1781484229.578,hb,
301582.253,1781484289.608,hb,
301642.286,1781484349.637,hb,
301702.318,1781484409.666,hb,
301762.350,1781484469.694,hb,
301822.379,1781484529.719,hb,
301882.409,1781484589.746,hb,
301942.440,1781484649.773,hb,
302002.473,1781484709.803,hb,
302062.506,1781484769.833,hb,
302122.537,1781484829.859,hb,
302182.568,1781484889.887,hb,
302242.601,1781484949.917,hb,
302302.633,1781485009.944,hb,
302362.660,1781485069.968,hb,
302422.686,1781485129.991,hb,
302482.719,1781485190.019,hb,
302542.742,1781485250.039,hb,
302602.772,1781485310.065,hb,
302662.803,1781485370.093,hb,
302722.832,1781485430.117,hb,
302782.862,1781485490.145,hb,
302842.893,1781485550.172,hb,
302902.921,1781485610.196,hb,
302962.951,1781485670.223,hb,
303022.981,1781485730.249,hb,
303083.012,1781485790.275,hb,
303143.043,1781485850.304,hb,
303203.074,1781485910.331,hb,
