raw_s,wall_s,kind,wall_elapsed_ms,raw_elapsed_ms
296119.604,1781478827.215,hb,,
296179.583,1781478887.285,hb,,
296239.652,1781478947.350,hb,,
296299.712,1781479007.419,hb,,
296359.787,1781479067.485,hb,,
296419.854,1781479127.549,hb,,
296479.916,1781479187.615,hb,,
296539.977,1781479247.682,hb,,
296600.058,1781479307.748,hb,,
296660.137,1781479367.812,hb,,
296720.208,1781479427.878,hb,,
296780.274,1781479487.943,hb,,
296840.345,1781479548.008,hb,,
296900.422,1781479608.073,hb,,
296960.492,1781479668.138,hb,,
297020.559,1781479728.202,hb,,
297080.623,1781479788.265,hb,,
297140.697,1781479848.330,hb,,
297200.768,1781479908.395,hb,,
297260.837,1781479968.461,hb,,
297320.905,1781480028.525,hb,,
297380.976,1781480088.591,hb,,
297441.046,1781480148.656,hb,,
297501.114,1781480208.721,hb,,
297561.183,1781480268.786,hb,,
297621.251,1781480328.851,hb,,
297681.321,1781480388.916,hb,,
297741.390,1781480448.981,hb,,
297801.459,1781480509.046,hb,,
297861.528,1781480569.112,hb,,
297921.598,1781480629.177,hb,,
297981.666,1781480689.242,hb,,
298041.734,1781480749.306,hb,,
298101.802,1781480809.371,hb,,
298161.872,1781480869.436,hb,,
298221.939,1781480929.500,hb,,
298282.007,1781480989.564,hb,,
298342.076,1781481049.630,hb,,
298402.144,1781481109.694,hb,,
298462.214,1781481169.760,hb,,
298522.283,1781481229.825,hb,,
298582.352,1781481289.891,hb,,
298642.421,1781481349.956,hb,,
298702.490,1781481410.022,hb,,
298762.558,1781481470.086,hb,,
298822.626,1781481530.150,hb,,
298882.696,1781481590.216,hb,,
298942.763,1781481650.279,hb,,
299002.830,1781481710.343,hb,,
299062.898,1781481770.407,hb,,
299122.965,1781481830.470,hb,,
299183.032,1781481890.534,hb,,
299243.100,1781481950.598,hb,,
299303.168,1781482010.662,hb,,
299363.237,1781482070.728,hb,,
299423.305,1781482130.792,hb,,
299483.372,1781482190.856,hb,,
299543.441,1781482250.921,hb,,
299603.511,1781482310.987,hb,,
299663.579,1781482371.051,hb,,
299723.648,1781482431.117,hb,,
299783.716,1781482491.182,hb,,
299843.784,1781482551.246,hb,,
299903.850,1781482611.308,hb,,
299963.920,1781482671.374,hb,,
300023.988,1781482731.439,hb,,
300084.058,1781482791.505,hb,,
300144.126,1781482851.569,hb,,
300204.195,1781482911.634,hb,,
300264.264,1781482971.700,hb,,
300324.332,1781483031.764,hb,,
300384.401,1781483091.830,hb,,
300444.468,1781483151.893,hb,,
300504.536,1781483211.957,hb,,
300564.604,1781483272.022,hb,,
300624.674,1781483332.088,hb,,
300684.742,1781483392.152,hb,,
300744.810,1781483452.216,hb,,
300804.878,1781483512.281,hb,,
300864.947,1781483572.347,hb,,
300925.017,1781483632.413,hb,,
300985.084,1781483692.476,hb,,
301045.153,1781483752.542,hb,,
301105.222,1781483812.606,hb,,
301165.288,1781483872.669,hb,,
301225.358,1781483932.735,hb,,
301285.425,1781483992.799,hb,,
301345.493,1781484052.863,hb,,
301405.560,1781484112.927,hb,,
301465.630,1781484172.993,hb,,
301525.698,1781484233.057,hb,,
301585.766,1781484293.122,hb,,
301645.836,1781484353.188,hb,,
301705.903,1781484413.251,hb,,
301765.971,1781484473.315,hb,,
301826.038,1781484533.379,hb,,
301886.108,1781484593.445,hb,,
301946.176,1781484653.509,hb,,
302006.245,1781484713.575,hb,,
302066.312,1781484773.638,hb,,
302126.382,1781484833.704,hb,,
302186.450,1781484893.769,hb,,
302246.519,1781484953.834,hb,,
302306.586,1781485013.897,hb,,
302366.654,1781485073.962,hb,,
302426.721,1781485134.025,hb,,
302486.790,1781485194.090,hb,,
302546.858,1781485254.155,hb,,
302606.927,1781485314.220,hb,,
302666.995,1781485374.284,hb,,
302727.064,1781485434.350,hb,,
302787.133,1781485494.415,hb,,
302847.201,1781485554.479,hb,,
302907.269,1781485614.544,hb,,
302967.337,1781485674.608,hb,,
303027.406,1781485734.673,hb,,
303087.475,1781485794.739,hb,,
303147.545,1781485854.805,hb,,
303207.614,1781485914.870,hb,,
