raw_s,wall_s,kind,jump_ms
346561.446,1781529265.995,hb,
346561.548,1781529266.095,jump,-2.218
346561.651,1781529266.195,jump,-2.384
346561.753,1781529266.296,jump,-2.383
346561.856,1781529266.396,jump,-2.381
346561.958,1781529266.496,jump,-2.381
346562.061,1781529266.596,jump,-2.382
346562.163,1781529266.696,jump,-2.381
346562.266,1781529266.797,jump,-2.384
346562.369,1781529266.897,jump,-2.383
346562.471,1781529266.997,jump,-2.383
346562.574,1781529267.097,jump,-2.108
346562.676,1781529267.198,jump,-2.085
346562.778,1781529267.298,jump,-2.083
346562.880,1781529267.398,jump,-2.084
346562.983,1781529267.498,jump,-2.087
346563.085,1781529267.598,jump,-2.087
346563.188,1781529267.699,jump,-2.087
346563.290,1781529267.799,jump,-2.084
346563.392,1781529267.899,jump,-2.085
346563.494,1781529267.999,jump,-2.084
346563.596,1781529268.099,jump,-1.833
346563.698,1781529268.200,jump,-1.825
346563.800,1781529268.300,jump,-1.825
346563.902,1781529268.400,jump,-1.826
346564.004,1781529268.500,jump,-1.825
346564.106,1781529268.600,jump,-1.826
346564.208,1781529268.701,jump,-1.825
346564.310,1781529268.801,jump,-1.824
346564.412,1781529268.901,jump,-1.825
346564.515,1781529269.001,jump,-1.827
346564.616,1781529269.101,jump,-1.611
346564.718,1781529269.202,jump,-1.602
346564.820,1781529269.302,jump,-1.602
346564.922,1781529269.402,jump,-1.600
346565.024,1781529269.502,jump,-1.603
346565.126,1781529269.603,jump,-1.601
346565.228,1781529269.703,jump,-1.600
346565.329,1781529269.803,jump,-1.602
346565.431,1781529269.904,jump,-1.603
346565.533,1781529270.004,jump,-1.601
346565.635,1781529270.104,jump,-1.414
346565.737,1781529270.204,jump,-1.406
346565.838,1781529270.304,jump,-1.404
346565.940,1781529270.405,jump,-1.405
346566.042,1781529270.505,jump,-1.406
346566.143,1781529270.605,jump,-1.403
346566.245,1781529270.705,jump,-1.404
346566.346,1781529270.806,jump,-1.406
346566.448,1781529270.906,jump,-1.403
346566.549,1781529271.006,jump,-1.404
346566.651,1781529271.106,jump,-1.233
346566.752,1781529271.206,jump,-1.232
346566.854,1781529271.306,jump,-1.233
346566.955,1781529271.407,jump,-1.231
346567.057,1781529271.507,jump,-1.233
346567.158,1781529271.607,jump,-1.233
346567.259,1781529271.707,jump,-1.232
346567.361,1781529271.807,jump,-1.232
346567.462,1781529271.908,jump,-1.233
346567.563,1781529272.008,jump,-1.231
346567.665,1781529272.108,jump,-1.084
346567.766,1781529272.208,jump,-1.084
346567.867,1781529272.308,jump,-1.083
346567.969,1781529272.408,jump,-1.083
346568.070,1781529272.509,jump,-1.083
346568.171,1781529272.609,jump,-1.084
