raw_s,wall_s,kind,wall_elapsed_ms,raw_elapsed_ms
310533.340,1781493240.077,hb,,
310593.410,1781493300.137,hb,,
310653.489,1781493360.202,hb,,
310713.556,1781493420.264,hb,,
310773.618,1781493480.330,hb,,
310833.689,1781493540.393,hb,,
310893.764,1781493600.456,hb,,
310953.839,1781493660.521,hb,,
311013.889,1781493720.588,hb,,
311073.951,1781493780.650,hb,,
311134.020,1781493840.715,hb,,
311194.092,1781493900.779,hb,,
311254.166,1781493960.844,hb,,
311314.240,1781494020.909,hb,,
311374.314,1781494080.974,hb,,
311434.388,1781494141.039,hb,,
311494.443,1781494201.104,hb,,
311554.499,1781494261.172,hb,,
311614.563,1781494321.237,hb,,
311674.629,1781494381.302,hb,,
311734.693,1781494441.363,hb,,
311794.760,1781494501.428,hb,,
311854.828,1781494561.493,hb,,
311914.896,1781494621.557,hb,,
311974.964,1781494681.621,hb,,
312035.028,1781494741.684,hb,,
312095.095,1781494801.747,hb,,
312155.160,1781494861.809,hb,,
312215.225,1781494921.871,hb,,
312275.293,1781494981.932,hb,,
312335.361,1781495041.995,hb,,
312395.429,1781495102.058,hb,,
312455.498,1781495162.122,hb,,
312515.567,1781495222.188,hb,,
312575.635,1781495282.251,hb,,
312635.702,1781495342.314,hb,,
312695.769,1781495402.377,hb,,
312755.836,1781495462.440,hb,,
312815.899,1781495522.503,hb,,
312875.966,1781495582.567,hb,,
312936.032,1781495642.630,hb,,
312996.098,1781495702.693,hb,,
313056.163,1781495762.761,hb,,
313116.223,1781495822.822,hb,,
313176.288,1781495882.886,hb,,
313236.351,1781495942.947,hb,,
313296.424,1781496003.011,hb,,
313356.493,1781496063.073,hb,,
313416.562,1781496123.137,hb,,
313476.630,1781496183.201,hb,,
313536.697,1781496243.265,hb,,
313596.760,1781496303.326,hb,,
313656.822,1781496363.385,hb,,
313716.892,1781496423.452,hb,,
313776.958,1781496483.515,hb,,
313837.029,1781496543.579,hb,,
313897.098,1781496603.642,hb,,
313957.166,1781496663.706,hb,,
314017.235,1781496723.771,hb,,
314077.310,1781496783.837,hb,,
314137.384,1781496843.904,hb,,
314197.456,1781496903.970,hb,,
314257.527,1781496964.036,hb,,
314317.585,1781497024.096,hb,,
314377.646,1781497084.159,hb,,
314437.713,1781497144.225,hb,,
314497.780,1781497204.290,hb,,
314557.848,1781497264.354,hb,,
314617.915,1781497324.419,hb,,
314677.983,1781497384.483,hb,,
314738.048,1781497444.545,hb,,
314798.115,1781497504.609,hb,,
314858.182,1781497564.673,hb,,
314918.251,1781497624.738,hb,,
314978.316,1781497684.800,hb,,
315038.381,1781497744.863,hb,,
315098.450,1781497804.928,hb,,
315158.514,1781497864.988,hb,,
315218.577,1781497925.048,hb,,
315278.643,1781497985.111,hb,,
315338.708,1781498045.173,hb,,
315398.775,1781498105.237,hb,,
315458.842,1781498165.300,hb,,
315518.908,1781498225.363,hb,,
315578.979,1781498285.429,hb,,
315639.054,1781498345.494,hb,,
315699.124,1781498405.557,hb,,
315759.195,1781498465.622,hb,,
315819.264,1781498525.687,hb,,
315879.330,1781498585.751,hb,,
315939.397,1781498645.816,hb,,
315999.464,1781498705.879,hb,,
316059.530,1781498765.941,hb,,
316119.599,1781498826.006,hb,,
316179.665,1781498886.068,hb,,
316239.732,1781498946.131,hb,,
316299.799,1781499006.194,hb,,
316359.868,1781499066.259,hb,,
316419.938,1781499126.324,hb,,
316480.006,1781499186.388,hb,,
316540.073,1781499246.452,hb,,
316600.140,1781499306.516,hb,,
316660.201,1781499366.580,hb,,
316720.265,1781499426.642,hb,,
316780.332,1781499486.707,hb,,
316840.400,1781499546.772,hb,,
316900.471,1781499606.837,hb,,
316960.541,1781499666.902,hb,,
317020.607,1781499726.964,hb,,
317080.675,1781499787.028,hb,,
317140.744,1781499847.091,hb,,
317200.814,1781499907.155,hb,,
317260.879,1781499967.215,hb,,
317320.945,1781500027.277,hb,,
317381.014,1781500087.342,hb,,
317441.084,1781500147.407,hb,,
317501.151,1781500207.469,hb,,
317561.221,1781500267.535,hb,,
317621.289,1781500327.599,hb,,
317681.352,1781500387.663,hb,,
317741.418,1781500447.727,hb,,
317801.486,1781500507.791,hb,,
317861.551,1781500567.853,hb,,
317921.618,1781500627.917,hb,,
317981.686,1781500687.981,hb,,
318041.747,1781500748.040,hb,,
318101.812,1781500808.101,hb,,
318161.878,1781500868.163,hb,,
318221.947,1781500928.228,hb,,
318282.015,1781500988.293,hb,,
318342.084,1781501048.359,hb,,
318402.151,1781501108.422,hb,,
318462.220,1781501168.487,hb,,
318522.289,1781501228.554,hb,,
318582.356,1781501288.616,hb,,
318642.421,1781501348.679,hb,,
318702.489,1781501408.742,hb,,
318762.556,1781501468.806,hb,,
318822.624,1781501528.871,hb,,
318882.692,1781501588.935,hb,,
318942.758,1781501648.998,hb,,
319002.825,1781501709.061,hb,,
319062.892,1781501769.125,hb,,
319122.959,1781501829.189,hb,,
319183.025,1781501889.251,hb,,
319243.089,1781501949.312,hb,,
319303.156,1781502009.375,hb,,
319363.224,1781502069.440,hb,,
319423.290,1781502129.502,hb,,
