raw_s,wall_s,kind,jump_ms
310533.291,1781493240.028,hb,
310593.326,1781493300.052,hb,
310653.365,1781493360.078,hb,
310713.396,1781493420.103,hb,
310773.422,1781493480.133,hb,
310833.453,1781493540.157,hb,
310893.491,1781493600.183,hb,
310953.524,1781493660.206,hb,
311013.539,1781493720.237,hb,
311073.561,1781493780.261,hb,
311133.591,1781493840.286,hb,
311193.623,1781493900.310,hb,
311253.659,1781493960.337,hb,
311313.689,1781494020.358,hb,
311373.717,1781494080.377,hb,
311433.747,1781494140.398,hb,
311493.772,1781494200.433,hb,
311553.794,1781494260.467,hb,
311613.821,1781494320.496,hb,
311673.849,1781494380.522,hb,
311733.875,1781494440.545,hb,
311793.903,1781494500.571,hb,
311853.931,1781494560.595,hb,
311913.959,1781494620.620,hb,
311973.990,1781494680.648,hb,
312034.022,1781494740.677,hb,
312094.049,1781494800.701,hb,
312154.079,1781494860.729,hb,
312214.109,1781494920.755,hb,
312274.141,1781494980.781,hb,
312334.173,1781495040.807,hb,
312394.204,1781495100.833,hb,
312454.236,1781495160.861,hb,
312514.267,1781495220.887,hb,
312574.298,1781495280.915,hb,
312634.327,1781495340.939,hb,
312694.356,1781495400.964,hb,
312754.385,1781495460.990,hb,
312814.411,1781495521.015,hb,
312874.438,1781495581.039,hb,
312934.467,1781495641.066,hb,
312994.497,1781495701.092,hb,
313054.524,1781495761.123,hb,
313114.553,1781495821.152,hb,
313174.581,1781495881.179,hb,
313234.607,1781495941.203,hb,
313294.638,1781496001.226,hb,
313354.670,1781496061.250,hb,
313414.698,1781496121.273,hb,
313474.726,1781496181.297,hb,
313534.755,1781496241.323,hb,
313594.783,1781496301.349,hb,
313654.809,1781496361.372,hb,
313714.838,1781496421.399,hb,
313774.866,1781496481.423,hb,
313834.897,1781496541.447,hb,
313894.922,1781496601.467,hb,
313954.952,1781496661.493,hb,
314014.982,1781496721.518,hb,
314075.016,1781496781.543,hb,
314135.051,1781496841.571,hb,
314195.080,1781496901.594,hb,
314255.114,1781496961.624,hb,
314315.139,1781497021.650,hb,
314375.169,1781497081.682,hb,
314435.196,1781497141.708,hb,
314495.227,1781497201.737,hb,
314555.256,1781497261.763,hb,
314615.281,1781497321.785,hb,
314675.310,1781497381.810,hb,
314735.341,1781497441.838,hb,
314795.372,1781497501.866,hb,
314855.401,1781497561.892,hb,
314915.431,1781497621.919,hb,
314975.459,1781497681.944,hb,
315035.489,1781497741.970,hb,
315095.517,1781497801.996,hb,
315155.549,1781497862.024,hb,
315215.576,1781497922.047,hb,
315275.606,1781497982.074,hb,
315335.635,1781498042.100,hb,
315395.666,1781498102.128,hb,
315455.695,1781498162.154,hb,
315515.727,1781498222.183,hb,
315575.760,1781498282.210,hb,
315635.794,1781498342.233,hb,
315695.824,1781498402.257,hb,
315755.853,1781498462.281,hb,
315815.884,1781498522.307,hb,
315875.911,1781498582.333,hb,
315935.941,1781498642.360,hb,
315995.972,1781498702.388,hb,
316056.002,1781498762.414,hb,
316116.032,1781498822.439,hb,
316176.063,1781498882.466,hb,
316236.094,1781498942.493,hb,
316296.123,1781499002.518,hb,
316356.154,1781499062.545,hb,
316416.180,1781499122.567,hb,
316476.206,1781499182.589,hb,
316536.233,1781499242.612,hb,
316596.260,1781499302.636,hb,
316656.287,1781499362.665,hb,
316716.317,1781499422.695,hb,
316776.345,1781499482.720,hb,
316836.373,1781499542.745,hb,
316896.403,1781499602.769,hb,
316956.418,1781499662.779,hb,
317016.436,1781499722.793,hb,
317076.465,1781499782.819,hb,
317136.496,1781499842.844,hb,
317196.527,1781499902.868,hb,
317256.557,1781499962.894,hb,
317316.589,1781500022.921,hb,
317376.618,1781500082.946,hb,
317436.649,1781500142.972,hb,
317496.677,1781500202.996,hb,
317556.707,1781500263.022,hb,
317616.733,1781500323.044,hb,
317676.760,1781500383.071,hb,
317736.789,1781500443.098,hb,
317796.820,1781500503.126,hb,
317856.851,1781500563.154,hb,
317916.881,1781500623.180,hb,
317976.912,1781500683.208,hb,
318036.936,1781500743.229,hb,
318096.963,1781500803.252,hb,
318156.990,1781500863.275,hb,
318217.018,1781500923.299,hb,
318277.044,1781500983.322,hb,
318337.073,1781501043.348,hb,
318397.104,1781501103.375,hb,
318457.133,1781501163.401,hb,
318517.161,1781501223.425,hb,
318577.190,1781501283.452,hb,
318637.220,1781501343.478,hb,
318697.246,1781501403.500,hb,
318757.270,1781501463.520,hb,
318817.294,1781501523.541,hb,
318877.317,1781501583.560,hb,
318937.342,1781501643.582,hb,
318997.366,1781501703.603,hb,
319057.392,1781501763.625,hb,
319117.420,1781501823.649,hb,
319177.444,1781501883.671,hb,
319237.468,1781501943.691,hb,
319297.491,1781502003.710,hb,
319357.515,1781502063.731,hb,
319417.537,1781502123.749,hb,
