raw_s,wall_s,kind,jump_ms
355578.475,1781538282.465,hb,
355638.504,1781538342.488,hb,
355698.537,1781538402.514,hb,
355758.570,1781538462.538,hb,
355818.597,1781538522.565,hb,
355878.627,1781538582.587,hb,
355938.660,1781538642.610,hb,
355998.697,1781538702.636,hb,
356058.713,1781538762.668,hb,
356118.738,1781538822.694,hb,
356178.768,1781538882.720,hb,
356238.798,1781538942.744,hb,
356298.824,1781539002.768,hb,
356358.850,1781539062.794,hb,
356418.879,1781539122.820,hb,
356478.908,1781539182.844,hb,
356538.939,1781539242.869,hb,
356598.964,1781539302.895,hb,
356658.989,1781539362.918,hb,
356719.020,1781539422.945,hb,
356779.048,1781539482.969,hb,
356839.073,1781539542.993,hb,
356899.099,1781539603.016,hb,
356959.126,1781539663.041,hb,
357019.153,1781539723.064,hb,
357079.181,1781539783.089,hb,
357139.209,1781539843.112,hb,
357199.237,1781539903.136,hb,
357259.265,1781539963.161,hb,
357319.296,1781540023.188,hb,
357379.325,1781540083.215,hb,
357439.351,1781540143.240,hb,
357499.380,1781540203.265,hb,
357559.407,1781540263.289,hb,
357619.436,1781540323.313,hb,
357679.465,1781540383.337,hb,
357739.494,1781540443.361,hb,
357799.520,1781540503.384,hb,
357859.547,1781540563.407,hb,
357919.574,1781540623.432,hb,
357979.601,1781540683.456,hb,
358039.629,1781540743.480,hb,
358099.654,1781540803.502,hb,
358159.682,1781540863.525,hb,
358219.709,1781540923.548,hb,
358279.735,1781540983.571,hb,
358339.764,1781541043.596,hb,
358399.793,1781541103.621,hb,
358459.820,1781541163.644,hb,
358519.847,1781541223.667,hb,
358579.875,1781541283.691,hb,
358639.905,1781541343.718,hb,
358699.934,1781541403.745,hb,
358759.962,1781541463.770,hb,
358819.993,1781541523.797,hb,
358880.018,1781541583.818,hb,
358940.045,1781541643.839,hb,
359000.075,1781541703.865,hb,
359060.098,1781541763.884,hb,
359120.123,1781541823.905,hb,
359180.154,1781541883.934,hb,
359240.185,1781541943.962,hb,
359300.212,1781542003.986,hb,
359360.242,1781542064.012,hb,
359420.273,1781542124.039,hb,
359480.304,1781542184.065,hb,
359540.334,1781542244.091,hb,
359600.363,1781542304.116,hb,
359660.392,1781542364.142,hb,
359720.419,1781542424.167,hb,
359780.446,1781542484.192,hb,
359840.475,1781542544.217,hb,
359900.506,1781542604.245,hb,
359960.537,1781542664.271,hb,
360020.564,1781542724.293,hb,
360080.593,1781542784.318,hb,
360140.609,1781542844.330,hb,
360200.633,1781542904.351,hb,
360260.661,1781542964.376,hb,
360320.689,1781543024.401,hb,
360380.718,1781543084.426,hb,
360440.746,1781543144.451,hb,
360500.776,1781543204.474,hb,
360560.809,1781543264.502,hb,
360620.838,1781543324.527,hb,
360680.870,1781543384.554,hb,
360740.897,1781543444.579,hb,
360800.927,1781543504.607,hb,
360860.957,1781543564.634,hb,
360920.987,1781543624.660,hb,
360981.015,1781543684.684,hb,
361041.044,1781543744.710,hb,
361101.074,1781543804.736,hb,
361161.104,1781543864.763,hb,
361221.134,1781543924.789,hb,
361281.163,1781543984.814,hb,
361341.192,1781544044.839,hb,
361401.224,1781544104.867,hb,
361461.254,1781544164.894,hb,
361521.283,1781544224.920,hb,
361581.311,1781544284.946,hb,
361641.340,1781544344.971,hb,
361701.369,1781544404.996,hb,
361761.397,1781544465.021,hb,
361821.426,1781544525.046,hb,
361881.451,1781544585.068,hb,
361941.476,1781544645.089,hb,
362001.503,1781544705.112,hb,
362061.531,1781544765.137,hb,
362121.556,1781544825.158,hb,
362181.582,1781544885.181,hb,
362241.608,1781544945.204,hb,
362301.634,1781545005.224,hb,
362361.657,1781545065.242,hb,
362421.680,1781545125.261,hb,
362481.700,1781545185.277,hb,
362541.721,1781545245.297,hb,
362601.743,1781545305.316,hb,
362661.764,1781545365.333,hb,
362721.786,1781545425.353,hb,
362781.812,1781545485.374,hb,
362841.835,1781545545.393,hb,
362901.858,1781545605.412,hb,
362961.881,1781545665.432,hb,
363021.906,1781545725.452,hb,
363081.930,1781545785.470,hb,
363141.955,1781545845.491,hb,
363201.978,1781545905.510,hb,
363262.003,1781545965.530,hb,
363322.024,1781546025.549,hb,
363382.048,1781546085.570,hb,
363442.071,1781546145.590,hb,
363502.095,1781546205.611,hb,
363562.116,1781546265.628,hb,
363622.142,1781546325.651,hb,
363682.167,1781546385.672,hb,
363742.190,1781546445.692,hb,
363802.215,1781546505.713,hb,
363862.235,1781546565.729,hb,
363922.257,1781546625.747,hb,
363982.283,1781546685.770,hb,
364042.310,1781546745.793,hb,
364102.335,1781546805.816,hb,
364162.362,1781546865.839,hb,
364222.388,1781546925.862,hb,
364282.415,1781546985.886,hb,
364342.446,1781547045.911,hb,
364402.472,1781547105.933,hb,
364462.501,1781547165.958,hb,
