raw_s,wall_s,kind,wall_elapsed_ms,raw_elapsed_ms
303326.342,1781486033.646,hb,,
303386.401,1781486093.714,hb,,
303446.476,1781486153.781,hb,,
303506.528,1781486213.845,hb,,
303566.603,1781486273.909,hb,,
303626.668,1781486333.973,hb,,
303686.725,1781486394.036,hb,,
303746.781,1781486454.102,hb,,
303806.862,1781486514.164,hb,,
303866.945,1781486574.227,hb,,
303927.014,1781486634.290,hb,,
303987.078,1781486694.354,hb,,
304047.149,1781486754.419,hb,,
304107.228,1781486814.483,hb,,
304167.298,1781486874.547,hb,,
304227.365,1781486934.612,hb,,
304287.427,1781486994.673,hb,,
304347.503,1781487054.737,hb,,
304407.575,1781487114.803,hb,,
304467.643,1781487174.869,hb,,
304527.709,1781487234.932,hb,,
304587.781,1781487294.997,hb,,
304647.851,1781487355.062,hb,,
304707.920,1781487415.127,hb,,
304767.988,1781487475.192,hb,,
304828.058,1781487535.257,hb,,
304888.127,1781487595.322,hb,,
304948.194,1781487655.386,hb,,
305008.264,1781487715.452,hb,,
305068.333,1781487775.518,hb,,
305128.401,1781487835.581,hb,,
305188.468,1781487895.644,hb,,
305248.537,1781487955.709,hb,,
305308.605,1781488015.774,hb,,
305368.672,1781488075.837,hb,,
305428.741,1781488135.902,hb,,
305488.811,1781488195.968,hb,,
305548.880,1781488256.033,hb,,
305608.946,1781488316.096,hb,,
305669.013,1781488376.159,hb,,
305729.080,1781488436.223,hb,,
305789.148,1781488496.287,hb,,
305849.217,1781488556.353,hb,,
305909.286,1781488616.418,hb,,
305969.355,1781488676.483,hb,,
306029.422,1781488736.547,hb,,
306089.492,1781488796.613,hb,,
306149.561,1781488856.678,hb,,
306209.629,1781488916.742,hb,,
306269.695,1781488976.805,hb,,
306329.764,1781489036.870,hb,,
306389.833,1781489096.935,hb,,
306449.902,1781489157.001,hb,,
306509.970,1781489217.064,hb,,
306570.038,1781489277.128,hb,,
306630.107,1781489337.195,hb,,
306690.175,1781489397.259,hb,,
306750.244,1781489457.324,hb,,
306810.314,1781489517.390,hb,,
306870.384,1781489577.457,hb,,
306930.453,1781489637.522,hb,,
306990.520,1781489697.586,hb,,
307050.587,1781489757.649,hb,,
307110.653,1781489817.711,hb,,
307170.721,1781489877.776,hb,,
307230.790,1781489937.841,hb,,
307290.859,1781489997.906,hb,,
307350.927,1781490057.970,hb,,
307410.995,1781490118.034,hb,,
307471.061,1781490178.097,hb,,
307531.129,1781490238.162,hb,,
307591.198,1781490298.226,hb,,
307651.266,1781490358.291,hb,,
307711.335,1781490418.357,hb,,
307771.404,1781490478.421,hb,,
307831.471,1781490538.485,hb,,
307891.539,1781490598.549,hb,,
307951.607,1781490658.614,hb,,
308011.675,1781490718.678,hb,,
308071.742,1781490778.741,hb,,
308131.809,1781490838.805,hb,,
308191.878,1781490898.870,hb,,
308251.945,1781490958.933,hb,,
308312.012,1781491018.997,hb,,
308372.079,1781491079.060,hb,,
308432.146,1781491139.123,hb,,
308492.214,1781491199.188,hb,,
308552.283,1781491259.253,hb,,
308612.353,1781491319.319,hb,,
308672.421,1781491379.383,hb,,
308732.488,1781491439.447,hb,,
308792.555,1781491499.510,hb,,
308852.622,1781491559.573,hb,,
308912.690,1781491619.638,hb,,
308972.758,1781491679.702,hb,,
309032.823,1781491739.763,hb,,
309092.888,1781491799.825,hb,,
309152.957,1781491859.890,hb,,
309213.025,1781491919.954,hb,,
309273.091,1781491980.017,hb,,
309333.159,1781492040.081,hb,,
309393.224,1781492100.143,hb,,
309453.292,1781492160.207,hb,,
309513.359,1781492220.270,hb,,
309573.428,1781492280.335,hb,,
309633.493,1781492340.397,hb,,
309693.563,1781492400.463,hb,,
309753.630,1781492460.527,hb,,
309813.698,1781492520.591,hb,,
309873.766,1781492580.656,hb,,
309933.836,1781492640.721,hb,,
309993.904,1781492700.786,hb,,
310053.975,1781492760.853,hb,,
310114.042,1781492820.917,hb,,
310174.111,1781492880.982,hb,,
310234.181,1781492941.049,hb,,
310294.249,1781493001.113,hb,,
310354.319,1781493061.179,hb,,
310414.389,1781493121.245,hb,,
